thread_id	disposition	evidence_commit	evidence_pr	merged_at	github_resolved_at	post_resolution_verified_at	closure_note
PRRT_kwDOR3YK5M6ClK2e	superseded	be04af1a29febc99291701ef730ffeaa433d4591	1855	2026-08-26T19:16:21Z	2026-08-26T19:18:10Z	2026-08-26T20:04:17Z	Exact node re-query verified terakan-ssbo-view-offset-word0-ownership as superseded on merged main
PRRT_kwDOR3YK5M6ClK2g	superseded	be04af1a29febc99291701ef730ffeaa433d4591	1855	2026-08-26T19:16:21Z	2026-08-26T19:18:10Z	2026-08-26T20:04:17Z	Exact node re-query verified terakan-dynamic-ssbo-offset-word0-ownership as superseded on merged main
PRRT_kwDOR3YK5M6CmGFM	superseded	7ac62205eb882df42462d849cc549086b59227ea	1855	2026-08-26T19:16:21Z	2026-08-26T19:18:10Z	2026-08-26T20:04:17Z	Exact node re-query verified terakan-carrier-policy-fail-closed-default as superseded on merged main
PRRT_kwDOR3YK5M6CmYqg	fixed	5ebfa6152a60180c9705a57b36cf1c53b1a7660a	1858	2026-08-26T19:37:01Z	2026-08-26T19:37:09Z	2026-08-26T20:04:17Z	Exact node re-query verified terakan-carrier-submit-scratch-lifetime as fixed on merged main
PRRT_kwDOR3YK5M6CmkV0	fixed	7ac62205eb882df42462d849cc549086b59227ea	1855	2026-08-26T19:16:21Z	2026-08-26T19:18:10Z	2026-08-26T20:04:17Z	Exact node re-query verified terakan-carrier-surface-sync-relocation as fixed on merged main
PRRT_kwDOR3YK5M6CmkV2	fixed	7ac62205eb882df42462d849cc549086b59227ea	1855	2026-08-26T19:16:21Z	2026-08-26T19:18:10Z	2026-08-26T20:04:17Z	Exact node re-query verified terakan-carrier-negative-dmabuf-fd-validation as fixed on merged main
PRRT_kwDOR3YK5M6CnBbZ	fixed	be04af1a29febc99291701ef730ffeaa433d4591	1855	2026-08-26T19:16:21Z	2026-08-26T19:18:10Z	2026-08-26T20:04:17Z	Exact node re-query verified terakan-carrier-helper-result-contract as fixed on merged main
PRRT_kwDOR3YK5M6CnB1p	fixed	be04af1a29febc99291701ef730ffeaa433d4591	1855	2026-08-26T19:16:21Z	2026-08-26T19:18:10Z	2026-08-26T20:04:17Z	Exact node re-query verified terakan-carrier-acquire-device-lost-transition as fixed on merged main
PRRT_kwDOR3YK5M6CnDz0	fixed	7ac62205eb882df42462d849cc549086b59227ea	1855	2026-08-26T19:16:21Z	2026-08-26T19:18:10Z	2026-08-26T20:04:17Z	Exact node re-query verified terakan-carrier-completion-bo-width as fixed on merged main
PRRT_kwDOR3YK5M6CnUhX	fixed	be04af1a29febc99291701ef730ffeaa433d4591	1860	2026-08-26T19:45:59Z	2026-08-26T19:46:10Z	2026-08-26T20:04:17Z	Exact node re-query verified terakan-robustness-metadata-index-domain as fixed on merged main
PRRT_kwDOR3YK5M6CnUhZ	fixed	be04af1a29febc99291701ef730ffeaa433d4591	1860	2026-08-26T19:45:59Z	2026-08-26T19:46:10Z	2026-08-26T20:04:17Z	Exact node re-query verified terakan-robustness-metadata-binding-order as fixed on merged main
PRRT_kwDOR3YK5M6CnUq-	superseded	be04af1a29febc99291701ef730ffeaa433d4591	1855	2026-08-26T19:16:21Z	2026-08-26T19:18:10Z	2026-08-26T20:04:17Z	Exact node re-query verified terakan-readonly-ssbo-offset-word0-ownership as superseded on merged main
PRRT_kwDOR3YK5M6Cqkli	fixed	be04af1a29febc99291701ef730ffeaa433d4591	1855	2026-08-26T19:16:21Z	2026-08-26T19:18:10Z	2026-08-26T20:04:17Z	Exact node re-query verified terakan-layout-support-representation-boundary as fixed on merged main
PRRT_kwDOR3YK5M6CrjnY	fixed	7ac62205eb882df42462d849cc549086b59227ea	1855	2026-08-26T19:16:21Z	2026-08-26T19:18:10Z	2026-08-26T20:04:17Z	Exact node re-query verified terakan-int-tg4-c-linkage as fixed on merged main
PRRT_kwDOR3YK5M6CsI8M	fixed	7ac62205eb882df42462d849cc549086b59227ea	1855	2026-08-26T19:16:21Z	2026-08-26T19:18:10Z	2026-08-26T20:04:17Z	Exact node re-query verified terakan-optional-gather-descriptor-construction as fixed on merged main
PRRT_kwDOR3YK5M6CsJGE	fixed	7ac62205eb882df42462d849cc549086b59227ea	1855	2026-08-26T19:16:21Z	2026-08-26T19:18:10Z	2026-08-26T20:04:17Z	Exact node re-query verified terakan-image-gather-comment-mechanism as fixed on merged main
PRRT_kwDOR3YK5M6CsJGF	fixed	be04af1a29febc99291701ef730ffeaa433d4591	1855	2026-08-26T19:16:21Z	2026-08-26T19:18:10Z	2026-08-26T20:04:17Z	Exact node re-query verified terakan-image-view-comment-mechanism as fixed on merged main
PRRT_kwDOR3YK5M6CsL5s	superseded	be04af1a29febc99291701ef730ffeaa433d4591	1855	2026-08-26T19:16:21Z	2026-08-26T19:18:10Z	2026-08-26T20:04:17Z	Exact node re-query verified terakan-gather-sibling-dense-slot-reservation as superseded on merged main
PRRT_kwDOR3YK5M6CsL5v	fixed	be04af1a29febc99291701ef730ffeaa433d4591	1855	2026-08-26T19:16:21Z	2026-08-26T19:18:10Z	2026-08-26T20:04:17Z	Exact node re-query verified terakan-gather-slot-hardware-bound as fixed on merged main
PRRT_kwDOR3YK5M6CsMc4	fixed	be04af1a29febc99291701ef730ffeaa433d4591	1855	2026-08-26T19:16:21Z	2026-08-26T19:18:10Z	2026-08-26T20:04:17Z	Exact node re-query verified terakan-gather-resource-needed-bitset as fixed on merged main
PRRT_kwDOR3YK5M6CsMdB	fixed	be04af1a29febc99291701ef730ffeaa433d4591	1861	2026-08-26T19:57:01Z	2026-08-26T19:57:13Z	2026-08-26T20:04:17Z	Exact node re-query verified terakan-tg4-metadata-absolute-rid-coverage as fixed on merged main
PRRT_kwDOR3YK5M6CsMdG	fixed	7ac62205eb882df42462d849cc549086b59227ea	1855	2026-08-26T19:16:21Z	2026-08-26T19:18:10Z	2026-08-26T20:04:17Z	Exact node re-query verified terakan-null-gather-descriptor-clear as fixed on merged main
PRRT_kwDOR3YK5M6CsWTB	superseded	be04af1a29febc99291701ef730ffeaa433d4591	1855	2026-08-26T19:16:21Z	2026-08-26T19:18:10Z	2026-08-26T20:04:17Z	Exact node re-query verified terakan-sparse-gather-slot-packing as superseded on merged main
PRRT_kwDOR3YK5M6Cvkag	fixed	be04af1a29febc99291701ef730ffeaa433d4591	1855	2026-08-26T19:16:21Z	2026-08-26T19:18:10Z	2026-08-26T20:04:17Z	Exact node re-query verified terakan-layout-support-storage-limit-documentation as fixed on merged main
