thread_id	disposition	evidence_commit	evidence_pr	merged_at	github_resolved_at	post_resolution_verified_at	closure_note
PRRT_kwDOR3YK5M6Fjynn	superseded	0c8b733b08e32df22cdcc4e19bf4cde411f63f5e	1877	2026-08-26T21:31:54Z	2026-08-26T21:33:39Z	2026-08-26T21:34:09Z	build-stable-lto-retirement
PRRT_kwDOR3YK5M6FqCv_	fixed	0c8b733b08e32df22cdcc4e19bf4cde411f63f5e	1877	2026-08-26T21:31:54Z	2026-08-26T21:33:40Z	2026-08-26T21:34:09Z	build-package-install-hook-content
PRRT_kwDOR3YK5M6FvDcO	fixed	0c8b733b08e32df22cdcc4e19bf4cde411f63f5e	1877	2026-08-26T21:31:54Z	2026-08-26T21:33:41Z	2026-08-26T21:34:09Z	build-deploy-transaction-wording
PRRT_kwDOR3YK5M6FvDc8	superseded	0c8b733b08e32df22cdcc4e19bf4cde411f63f5e	1877	2026-08-26T21:31:54Z	2026-08-26T21:33:42Z	2026-08-26T21:34:09Z	build-repo-local-package-area
PRRT_kwDOR3YK5M6FvDdN	fixed	0c8b733b08e32df22cdcc4e19bf4cde411f63f5e	1877	2026-08-26T21:31:54Z	2026-08-26T21:33:43Z	2026-08-26T21:34:09Z	build-deploy-explicit-consent
PRRT_kwDOR3YK5M6FvTgr	fixed	0c8b733b08e32df22cdcc4e19bf4cde411f63f5e	1877	2026-08-26T21:31:54Z	2026-08-26T21:33:44Z	2026-08-26T21:34:09Z	build-deploy-package-owned-conflicts
PRRT_kwDOR3YK5M6Fvkfc	fixed	0c8b733b08e32df22cdcc4e19bf4cde411f63f5e	1877	2026-08-26T21:31:54Z	2026-08-26T21:33:45Z	2026-08-26T21:34:09Z	build-package-area-comment-alignment
PRRT_kwDOR3YK5M6F2_hH	fixed	0c8b733b08e32df22cdcc4e19bf4cde411f63f5e	1877	2026-08-26T21:31:54Z	2026-08-26T21:33:46Z	2026-08-26T21:34:09Z	vl-mpeg12-scratch-plane-comment
PRRT_kwDOR3YK5M6F2_hO	fixed	0c8b733b08e32df22cdcc4e19bf4cde411f63f5e	1877	2026-08-26T21:31:54Z	2026-08-26T21:33:47Z	2026-08-26T21:34:09Z	vl-mpeg12-scratch-plane-order
PRRT_kwDOR3YK5M6F2_hT	fixed	0c8b733b08e32df22cdcc4e19bf4cde411f63f5e	1877	2026-08-26T21:31:54Z	2026-08-26T21:33:47Z	2026-08-26T21:34:09Z	vl-mpeg12-scratch-plane-order
PRRT_kwDOR3YK5M6F6A8h	fixed	0c8b733b08e32df22cdcc4e19bf4cde411f63f5e	1877	2026-08-26T21:31:54Z	2026-08-26T21:33:49Z	2026-08-26T21:34:09Z	vl-vertex-input-driver-location
PRRT_kwDOR3YK5M6F6_7V	fixed	0c8b733b08e32df22cdcc4e19bf4cde411f63f5e	1877	2026-08-26T21:31:54Z	2026-08-26T21:33:49Z	2026-08-26T21:34:09Z	nouveau-latency-test-build-tests-gate
PRRT_kwDOR3YK5M6F6_8U	fixed	0c8b733b08e32df22cdcc4e19bf4cde411f63f5e	1877	2026-08-26T21:31:54Z	2026-08-26T21:33:50Z	2026-08-26T21:34:09Z	nouveau-latency-empty-identifier-guard
PRRT_kwDOR3YK5M6F6_8V	fixed	0c8b733b08e32df22cdcc4e19bf4cde411f63f5e	1877	2026-08-26T21:31:54Z	2026-08-26T21:33:51Z	2026-08-26T21:34:09Z	nouveau-latency-csv-newline-mode
PRRT_kwDOR3YK5M6F7OTa	fixed	0c8b733b08e32df22cdcc4e19bf4cde411f63f5e	1877	2026-08-26T21:31:54Z	2026-08-26T21:33:52Z	2026-08-26T21:34:09Z	terascale-format-test-sys-path-scope
PRRT_kwDOR3YK5M6F7OUm	fixed	0c8b733b08e32df22cdcc4e19bf4cde411f63f5e	1877	2026-08-26T21:31:54Z	2026-08-26T21:33:53Z	2026-08-26T21:34:09Z	terascale-format-test-yaml-isolation
PRRT_kwDOR3YK5M6F7Oda	fixed	0c8b733b08e32df22cdcc4e19bf4cde411f63f5e	1877	2026-08-26T21:31:54Z	2026-08-26T21:33:54Z	2026-08-26T21:34:09Z	terascale-format-test-meson-registration
PRRT_kwDOR3YK5M6F-qkY	fixed	0c8b733b08e32df22cdcc4e19bf4cde411f63f5e	1877	2026-08-26T21:31:54Z	2026-08-26T21:33:55Z	2026-08-26T21:34:09Z	radeon-rs480-debugfs-space-separator
PRRT_kwDOR3YK5M6GBJ63	fixed	0c8b733b08e32df22cdcc4e19bf4cde411f63f5e	1877	2026-08-26T21:31:54Z	2026-08-26T21:33:56Z	2026-08-26T21:34:09Z	build-package-share-parent-creation
PRRT_kwDOR3YK5M6GBJ7B	fixed	0c8b733b08e32df22cdcc4e19bf4cde411f63f5e	1877	2026-08-26T21:31:54Z	2026-08-26T21:33:56Z	2026-08-26T21:34:09Z	build-package-makedepends-ownership
PRRT_kwDOR3YK5M6GBJ7F	superseded	0c8b733b08e32df22cdcc4e19bf4cde411f63f5e	1877	2026-08-26T21:31:54Z	2026-08-26T21:33:58Z	2026-08-26T21:34:09Z	build-release-env-activation-contract
PRRT_kwDOR3YK5M6GBJ7M	superseded	0c8b733b08e32df22cdcc4e19bf4cde411f63f5e	1877	2026-08-26T21:31:54Z	2026-08-26T21:33:58Z	2026-08-26T21:34:09Z	build-debug-package-tier-retirement
PRRT_kwDOR3YK5M6GNz7_	fixed	0c8b733b08e32df22cdcc4e19bf4cde411f63f5e	1877	2026-08-26T21:31:54Z	2026-08-26T21:33:59Z	2026-08-26T21:34:09Z	build-results-policy-visibility
PRRT_kwDOR3YK5M6GTZAR	fixed	0c8b733b08e32df22cdcc4e19bf4cde411f63f5e	1877	2026-08-26T21:31:54Z	2026-08-26T21:34:00Z	2026-08-26T21:34:09Z	gpuvis-child-log-open-failure
PRRT_kwDOR3YK5M6G1TJX	fixed	0c8b733b08e32df22cdcc4e19bf4cde411f63f5e	1877	2026-08-26T21:31:54Z	2026-08-26T21:34:01Z	2026-08-26T21:34:09Z	vl-zscan-aligned-row-normalization
PRRT_kwDOR3YK5M6G1TaH	fixed	0c8b733b08e32df22cdcc4e19bf4cde411f63f5e	1877	2026-08-26T21:31:54Z	2026-08-26T21:34:02Z	2026-08-26T21:34:09Z	vl-zscan-partial-row-normalization
PRRT_kwDOR3YK5M6G2b8t	fixed	0c8b733b08e32df22cdcc4e19bf4cde411f63f5e	1877	2026-08-26T21:31:54Z	2026-08-26T21:34:02Z	2026-08-26T21:34:09Z	vl-idct-packed-texel-center-derivation
PRRT_kwDOR3YK5M6G3Dg1	fixed	0c8b733b08e32df22cdcc4e19bf4cde411f63f5e	1877	2026-08-26T21:31:54Z	2026-08-26T21:34:03Z	2026-08-26T21:34:09Z	build-package-meson-idempotency
PRRT_kwDOR3YK5M6HIMhb	fixed	0c8b733b08e32df22cdcc4e19bf4cde411f63f5e	1877	2026-08-26T21:31:54Z	2026-08-26T21:34:04Z	2026-08-26T21:34:09Z	gpuvis-foreground-wait-eintr
PRRT_kwDOR3YK5M6QY1DG	fixed	0c8b733b08e32df22cdcc4e19bf4cde411f63f5e	1877	2026-08-26T21:31:54Z	2026-08-26T21:34:05Z	2026-08-26T21:34:09Z	vl-single-attribute-passthrough
PRRT_kwDOR3YK5M6QY1D4	fixed	0c8b733b08e32df22cdcc4e19bf4cde411f63f5e	1877	2026-08-26T21:31:54Z	2026-08-26T21:34:06Z	2026-08-26T21:34:09Z	draw-tgsi-reference-failure-message
PRRT_kwDOR3YK5M6QY1Dk	fixed	0c8b733b08e32df22cdcc4e19bf4cde411f63f5e	1877	2026-08-26T21:31:54Z	2026-08-26T21:34:07Z	2026-08-26T21:34:09Z	vl-passthrough-layout-comment
PRRT_kwDOR3YK5M6QY6A5	fixed	0c8b733b08e32df22cdcc4e19bf4cde411f63f5e	1877	2026-08-26T21:31:54Z	2026-08-26T21:34:08Z	2026-08-26T21:34:09Z	draw-driver-location-output-order
PRRT_kwDOR3YK5M6QY6A8	fixed	0c8b733b08e32df22cdcc4e19bf4cde411f63f5e	1877	2026-08-26T21:31:54Z	2026-08-26T21:34:08Z	2026-08-26T21:34:09Z	vl-single-attribute-passthrough
