frontier_id	priority	domain	mechanism	current_evidence	completion_state	discriminating_question	required_observation	execution_class	authority_owner	canonical_data_target	required_generator	probe_declaration	bounded_output_schema	maximum_rows_and_bytes	retention_class	tools	ordering_dependencies	completion_gate	falsification_condition	batch_id	batch_rank	thread_id	pr_number	thread_created_at	is_outdated	review_path	original_line	review_author	review_url	disposition	merged_evidence_commit	resolution_state
sfn-local-group-constraint-diagnostic-EPmCQ	unbadged	r600-sfn	sfn-local-group-constraint-diagnostic	The scheduler names the shared rejection state and operator diagnostic local group constraint rather than readport exhaustion	fixed-on-main	Does merged main still exhibit sfn-local-group-constraint-diagnostic?	Compare the flag domain with every set site and emitted failure label	offline-source-history	mesa-26-gororoba	src/gallium/drivers/r600/sfn/sfn_instr.h;src/gallium/drivers/r600/sfn/sfn_scheduler.cpp	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 10 remains stable	Re-query unresolved; resolve exact ID from merged evidence; re-query resolved; record ledger row	A generic local rejection is mislabeled as readport exhaustion	merged-review-thread-closure-batch-0003	11	PRRT_kwDOR3YK5M6EPmCQ	196	2026-05-22T22:32:16Z	false	src/gallium/drivers/r600/sfn/sfn_scheduler.cpp	899	copilot-pull-request-reviewer	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/196#discussion_r3291478285	fixed	0c8b733b08e32df22cdcc4e19bf4cde411f63f5e	unresolved
sfn-local-constraint-rollback-signal-EPn7b	P1	r600-sfn	sfn-local-constraint-rollback-signal	The local group split signal is scoped by schedule_alu and survives speculative KCACHE rollback	fixed-on-main	Does merged main still exhibit sfn-local-constraint-rollback-signal?	Trace the PV and PS rejection path through rollback and the following clause-split decision	offline-source-history	mesa-26-gororoba	src/gallium/drivers/r600/sfn/sfn_instr.h;src/gallium/drivers/r600/sfn/sfn_scheduler.cpp	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 11 remains stable	Re-query unresolved; resolve exact ID from merged evidence; re-query resolved; record ledger row	Speculative rollback clears the signal and permits malformed bundle fallback	merged-review-thread-closure-batch-0003	12	PRRT_kwDOR3YK5M6EPn7b	196	2026-05-22T22:36:46Z	false	src/gallium/drivers/r600/sfn/sfn_instr.h	247	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/196#discussion_r3291488586	fixed	0c8b733b08e32df22cdcc4e19bf4cde411f63f5e	unresolved
sfn-local-group-constraint-scope-EPn7c	P1	r600-sfn	sfn-local-group-constraint-scope	The signal explicitly covers readport, slot-type, and co-issue local group constraints and is gated away from LDS and live address-register boundaries	fixed-on-main	Does merged main still exhibit sfn-local-group-constraint-scope?	Inspect all mark sites and require the clause split only where the boundary is legal	offline-source-history	mesa-26-gororoba	src/gallium/drivers/r600/sfn/sfn_instr.h;src/gallium/drivers/r600/sfn/sfn_scheduler.cpp	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 12 remains stable	Re-query unresolved; resolve exact ID from merged evidence; re-query resolved; record ledger row	A nonlocal rejection is forced through the local clause-split path	merged-review-thread-closure-batch-0003	13	PRRT_kwDOR3YK5M6EPn7c	196	2026-05-22T22:36:46Z	false	src/gallium/drivers/r600/sfn/sfn_scheduler.cpp	1284	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/196#discussion_r3291488588	fixed	0c8b733b08e32df22cdcc4e19bf4cde411f63f5e	unresolved
sfn-local-constraint-attempt-scope-EPn7d	P2	r600-sfn	sfn-local-constraint-attempt-scope	schedule_alu clears local_group_constraint_failed at the start of every scheduling attempt	fixed-on-main	Does merged main still exhibit sfn-local-constraint-attempt-scope?	Trace signal lifetime from attempt entry through group finalization or failure handling	offline-source-history	mesa-26-gororoba	src/gallium/drivers/r600/sfn/sfn_instr.h;src/gallium/drivers/r600/sfn/sfn_scheduler.cpp	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 13 remains stable	Re-query unresolved; resolve exact ID from merged evidence; re-query resolved; record ledger row	A stale local rejection leaks into a later unrelated scheduling attempt	merged-review-thread-closure-batch-0003	14	PRRT_kwDOR3YK5M6EPn7d	196	2026-05-22T22:36:46Z	false	src/gallium/drivers/r600/sfn/sfn_scheduler.cpp	895	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/196#discussion_r3291488590	fixed	0c8b733b08e32df22cdcc4e19bf4cde411f63f5e	unresolved
sfn-local-constraint-lds-guard-EPn7f	P2	r600-sfn	sfn-local-constraint-lds-guard	try_schedule_vec_candidate marks the split signal only when no LDS group is active and no address-register value crosses the boundary	fixed-on-main	Does merged main still exhibit sfn-local-constraint-lds-guard?	Inspect LDS and address-register guards at the signal producer and both split consumers	offline-source-history	mesa-26-gororoba	src/gallium/drivers/r600/sfn/sfn_instr.h;src/gallium/drivers/r600/sfn/sfn_scheduler.cpp	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 14 remains stable	Re-query unresolved; resolve exact ID from merged evidence; re-query resolved; record ledger row	An active LDS group reaches the KCACHE failure assertion through a generic local rejection	merged-review-thread-closure-batch-0003	15	PRRT_kwDOR3YK5M6EPn7f	196	2026-05-22T22:36:46Z	false	src/gallium/drivers/r600/sfn/sfn_scheduler.cpp	895	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/196#discussion_r3291488592	fixed	0c8b733b08e32df22cdcc4e19bf4cde411f63f5e	unresolved
build-size-profile-contract-retirement-Fjynl	P2	build-infra	build-size-profile-contract-retirement	The reviewed gororoba-terakan default profile was removed; current numbered profiles own optimization through their Meson built-in options	superseded-on-main	Does merged main still exhibit build-size-profile-contract-retirement?	Confirm the removed default profile cannot select debugoptimized while claiming a size lane	offline-source-history	mesa-26-gororoba	build-infra/env/generic-x86-64-os.env;build-infra/configs	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 15 remains stable	Re-query unresolved; resolve exact ID from merged evidence; re-query resolved; record ledger row	A current canonical size profile relies on a machine-file project option that Meson ignores	merged-review-thread-closure-batch-0003	16	PRRT_kwDOR3YK5M6Fjynl	315	2026-05-29T01:13:42Z	false	build-infra/env/generic-x86-64-os.env	46	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/315#discussion_r3321562135	superseded	0c8b733b08e32df22cdcc4e19bf4cde411f63f5e	unresolved
build-stable-lto-retirement-Fjynn	P2	build-infra	build-stable-lto-retirement	The consolidation document no longer requires the reviewed MODE stable thin-LTO lane; current canonical profiles are numbered explicit configurations	superseded-on-main	Does merged main still exhibit build-stable-lto-retirement?	Confirm no retirement gate requires unsupported LTO setup	offline-source-history	mesa-26-gororoba	build-infra/LANE_CONSOLIDATION.md;build-infra/Makefile	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 16 remains stable	Re-query unresolved; resolve exact ID from merged evidence; re-query resolved; record ledger row	A current lane-retirement gate again depends on unsupported LTO without its required override	merged-review-thread-closure-batch-0003	17	PRRT_kwDOR3YK5M6Fjynn	315	2026-05-29T01:13:42Z	false	build-infra/LANE_CONSOLIDATION.md	33	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/315#discussion_r3321562138	superseded	0c8b733b08e32df22cdcc4e19bf4cde411f63f5e	unresolved
build-package-install-hook-content-FqCv_	unbadged	build-infra	build-package-install-hook-content	mesa-gororoba.install contains operator-facing installation, loader, LLVM-coupling, rollback, and activation diagnostics	fixed-on-main	Does merged main still exhibit build-package-install-hook-content?	Require the PKGBUILD install reference to resolve to a nonempty parseable scriptlet with its declared diagnostics	offline-source-history	mesa-26-gororoba	build-infra/packaging/mesa-gororoba/PKGBUILD;build-infra/packaging/mesa-gororoba/mesa-gororoba.install	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 17 remains stable	Re-query unresolved; resolve exact ID from merged evidence; re-query resolved; record ledger row	The package references an empty hook while claiming behavior supplied only by that hook	merged-review-thread-closure-batch-0003	18	PRRT_kwDOR3YK5M6FqCv_	330	2026-05-29T10:50:29Z	false	build-infra/packaging/mesa-gororoba/PKGBUILD	68	sourcery-ai	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/330#discussion_r3323821198	fixed	0c8b733b08e32df22cdcc4e19bf4cde411f63f5e	unresolved
build-deploy-transaction-wording-FvDcO	unbadged	build-infra	build-deploy-transaction-wording	The Makefile and deployment tool describe a package-declared replacement transaction without claiming an atomic swap	fixed-on-main	Does merged main still exhibit build-deploy-transaction-wording?	Scan deployment prose and diagnostics for transaction semantics without atomicity claims	offline-source-history	mesa-26-gororoba	build-infra/Makefile;build-infra/scripts/deploy_mesa_gororoba.py	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 18 remains stable	Re-query unresolved; resolve exact ID from merged evidence; re-query resolved; record ledger row	Deployment prose again promises atomicity that pacman cannot guarantee	merged-review-thread-closure-batch-0003	19	PRRT_kwDOR3YK5M6FvDcO	335	2026-05-29T16:21:19Z	false	build-infra/Makefile	607	copilot-pull-request-reviewer	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/335#discussion_r3325611828	fixed	0c8b733b08e32df22cdcc4e19bf4cde411f63f5e	unresolved
build-repo-local-package-area-FvDc8	unbadged	build-infra	build-repo-local-package-area	The reviewed workspace-sibling path was replaced by the repository-relative ../build package and repository variables	superseded-on-main	Does merged main still exhibit build-repo-local-package-area?	Compare the package directory comment with GOROROBA_PKG_DIR and GOROROBA_REPO_DIR	offline-source-history	mesa-26-gororoba	build-infra/Makefile	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 19 remains stable	Re-query unresolved; resolve exact ID from merged evidence; re-query resolved; record ledger row	Package artifacts again escape to an undocumented workspace-local sibling path	merged-review-thread-closure-batch-0003	20	PRRT_kwDOR3YK5M6FvDc8	335	2026-05-29T16:21:20Z	false	build-infra/Makefile	609	copilot-pull-request-reviewer	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/335#discussion_r3325611894	superseded	0c8b733b08e32df22cdcc4e19bf4cde411f63f5e	unresolved
build-deploy-explicit-consent-FvDdN	unbadged	build-infra	build-deploy-explicit-consent	The deployment tool requires both DEPLOY_MESA_GOROROBA=1 and an exact target host before package transfer or remote pacman execution	fixed-on-main	Does merged main still exhibit build-deploy-explicit-consent?	Exercise unset, empty, zero, wrong-host, and exact-consent paths before any remote command	offline-build-test	mesa-26-gororoba	build-infra/scripts/deploy_mesa_gororoba.py;build-infra/tests/test_deploy_mesa_gororoba.py	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 20 remains stable	Re-query unresolved; resolve exact ID from merged evidence; re-query resolved; record ledger row	A mistyped or unconsented make invocation reaches remote package mutation	merged-review-thread-closure-batch-0003	21	PRRT_kwDOR3YK5M6FvDdN	335	2026-05-29T16:21:20Z	false	build-infra/Makefile	630	copilot-pull-request-reviewer	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/335#discussion_r3325611919	fixed	0c8b733b08e32df22cdcc4e19bf4cde411f63f5e	unresolved
build-deploy-package-owned-conflicts-FvTgr	unbadged	build-infra	build-deploy-package-owned-conflicts	The deployment tool runs pacman --noconfirm without yes or wildcard overwrite and delegates file replacement to package metadata	fixed-on-main	Does merged main still exhibit build-deploy-package-owned-conflicts?	Inspect the rendered remote command and reject stdin automation or overwrite globs	offline-build-test	mesa-26-gororoba	build-infra/scripts/deploy_mesa_gororoba.py;build-infra/tests/test_deploy_mesa_gororoba.py	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 21 remains stable	Re-query unresolved; resolve exact ID from merged evidence; re-query resolved; record ledger row	Remote deployment pipes yes or enables an unrestricted overwrite pattern	merged-review-thread-closure-batch-0003	22	PRRT_kwDOR3YK5M6FvTgr	335	2026-05-29T16:38:47Z	false	build-infra/Makefile	630	sourcery-ai	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/335#discussion_r3325703595	fixed	0c8b733b08e32df22cdcc4e19bf4cde411f63f5e	unresolved
build-package-area-comment-alignment-Fvkfc	unbadged	build-infra	build-package-area-comment-alignment	The package artifact comment and both directory variables resolve under ../build	fixed-on-main	Does merged main still exhibit build-package-area-comment-alignment?	Compare the adjacent comment with the literal GOROROBA package and repository directory expressions	offline-source-history	mesa-26-gororoba	build-infra/Makefile	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 22 remains stable	Re-query unresolved; resolve exact ID from merged evidence; re-query resolved; record ledger row	The comment names a different build-root depth from the variables it documents	merged-review-thread-closure-batch-0003	23	PRRT_kwDOR3YK5M6Fvkfc	338	2026-05-29T16:58:53Z	false	build-infra/Makefile	612	copilot-pull-request-reviewer	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/338#discussion_r3325800817	fixed	0c8b733b08e32df22cdcc4e19bf4cde411f63f5e	unresolved
vl-mpeg12-scratch-plane-comment-F2_hH	unbadged	gallium-vl	vl-mpeg12-scratch-plane-comment	The decoder names the scratch-plane identity and explains its allocation and render-target roles without branch chronology	fixed-on-main	Does merged main still exhibit vl-mpeg12-scratch-plane-comment?	Compare the source comment with plane allocation and component-view consumers	offline-source-history	mesa-26-gororoba	src/gallium/auxiliary/vl/vl_mpeg12_decoder.c	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 23 remains stable	Re-query unresolved; resolve exact ID from merged evidence; re-query resolved; record ledger row	The comment again reduces buffer_format to plane count or embeds project chronology	merged-review-thread-closure-batch-0003	24	PRRT_kwDOR3YK5M6F2_hH	354	2026-05-30T09:20:57Z	false	src/gallium/auxiliary/vl/vl_mpeg12_decoder.c	992	copilot-pull-request-reviewer	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/354#discussion_r3328505982	fixed	0c8b733b08e32df22cdcc4e19bf4cde411f63f5e	unresolved
vl-mpeg12-scratch-plane-order-F2_hO	unbadged	gallium-vl	vl-mpeg12-scratch-plane-order	The decoder uses PIPE_FORMAT_IYUV for the three-plane Y U V scratch allocation	fixed-on-main	Does merged main still exhibit vl-mpeg12-scratch-plane-order?	Trace scratch format through plane count and component-view ordering	offline-source-history	mesa-26-gororoba	src/gallium/auxiliary/vl/vl_mpeg12_decoder.c	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 24 remains stable	Re-query unresolved; resolve exact ID from merged evidence; re-query resolved; record ledger row	The scratch format encodes Y V U while consumers interpret Y U V	merged-review-thread-closure-batch-0003	25	PRRT_kwDOR3YK5M6F2_hO	354	2026-05-30T09:20:57Z	false	src/gallium/auxiliary/vl/vl_mpeg12_decoder.c	993	copilot-pull-request-reviewer	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/354#discussion_r3328505990	fixed	0c8b733b08e32df22cdcc4e19bf4cde411f63f5e	unresolved
