frontier_id	priority	domain	mechanism	current_evidence	completion_state	discriminating_question	required_observation	execution_class	authority_owner	canonical_data_target	required_generator	probe_declaration	bounded_output_schema	maximum_rows_and_bytes	retention_class	tools	ordering_dependencies	completion_gate	falsification_condition	batch_id	batch_rank	thread_id	pr_number	thread_created_at	is_outdated	review_path	original_line	review_author	review_url	disposition	merged_evidence_commit	resolution_state
r3v-b8g8r8a8-transfer-source-capability	P2	r3v-native	b8g8r8a8-transfer-source-feature	Current r3v_physical_device.c:740-756 advertises VK_FORMAT_FEATURE_2_TRANSFER_SRC_BIT for B8G8R8A8_UNORM and usage validation consumes that bit; repair family landed in 84ec5f477971a23e06e9b4c546055c7ee4683827	closed	Does merged main still exhibit b8g8r8a8-transfer-source-feature?	Query B8G8R8A8_UNORM with COLOR_ATTACHMENT and TRANSFER_SRC usage and require capability and image creation to agree	offline-build-test	mesa-26-gororoba	src/amd/r300/vulkan/r3v_physical_device.c#L718-L795;src/amd/r300/vulkan/r3v_physical_device.c#L828-L917	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 10 remains stable	Re-query unresolved; resolve this exact thread ID from merged evidence; re-query resolved; record the ledger row	The format query rejects a transfer-source usage that native image creation accepts	merged-review-thread-closure-batch-0006	11	PRRT_kwDOR3YK5M6XgW3G	1275	2026-08-08T19:56:08Z	true	src/amd/r300/vulkan/r3v_physical_device.c	1014	Oichkatzelesfrettschen;chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1275#discussion_r3741488829	fixed	ba9456059bb308b499b8940148d78b806adf67fc	resolved
r3v-submit-preparation-before-deferred-writes	P1	r3v-native	fallible-submit-preparation-before-target-mutation	Current queue logic establishes waits, admission, references, relocations, and completion resources before executing deferred target writes; repair family landed in 84ec5f477971a23e06e9b4c546055c7ee4683827	closed	Does merged main still exhibit fallible-submit-preparation-before-target-mutation?	Inject relocation and completion-allocation failures and require vkQueueSubmit failure with the attachment bytes unchanged	offline-build-test	mesa-26-gororoba	src/amd/r300/vulkan/r3v_native_queue.c#L1180-L1510;src/amd/r300/vulkan/tests/r3v_native_public_surface_harness.c	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 11 remains stable	Re-query unresolved; resolve this exact thread ID from merged evidence; re-query resolved; record the ledger row	A fallible preparation failure returns without submission after sentinel-clearing or otherwise mutating the application target	merged-review-thread-closure-batch-0006	12	PRRT_kwDOR3YK5M6XgcYX	1275	2026-08-08T20:11:15Z	true	src/amd/r300/vulkan/r3v_native_queue.c	414	Oichkatzelesfrettschen;chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1275#discussion_r3741522384	fixed	ba9456059bb308b499b8940148d78b806adf67fc	resolved
r3v-draw-command-pool-allocation	P2	r3v-native	recorded-draw-command-pool-allocator	Current r3v_native_draw.c:425-517 allocates and frees the command-buffer-owned carrier through cmd_buffer->vk.pool->alloc, with matching teardown in r3v_native_cmd.c; repair family landed in 84ec5f477971a23e06e9b4c546055c7ee4683827	closed	Does merged main still exhibit recorded-draw-command-pool-allocator?	Record and destroy the public draw with custom VkAllocationCallbacks and require carrier allocation, failure injection, and release through the command-pool allocator	offline-build-test	mesa-26-gororoba	src/amd/r300/vulkan/r3v_native_draw.c#L425-L517;src/amd/r300/vulkan/r3v_native_cmd.c#L45-L70	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 12 remains stable	Re-query unresolved; resolve this exact thread ID from merged evidence; re-query resolved; record the ledger row	Draw-owned carrier or reference storage bypasses the command-pool allocator or is released by a mismatched allocator	merged-review-thread-closure-batch-0006	13	PRRT_kwDOR3YK5M6Xglay	1275	2026-08-08T20:38:44Z	true	src/amd/r300/vulkan/r3v_native_draw.c	202	Oichkatzelesfrettschen;chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1275#discussion_r3741577465	fixed	ba9456059bb308b499b8940148d78b806adf67fc	resolved
r3v-homogeneous-position-clipping	P1	r3v-native	homogeneous-position-perspective-clipping	Merged main clips CPU-produced triangles against all six homogeneous planes in binary64, verifies containment, triangulates each clipped polygon into seven fixed carrier slots, projects finite reciprocal W, interpolates smooth varyings, and preserves the separate GPU window-space command stream; PR 1973 reports 258 selected tests with zero failures	closed	Does merged main still exhibit homogeneous-position-perspective-clipping?	Execute calibrated valid triangles with non-unit w and intersections against each of the six clip planes; require perspective-correct interpolation, clipped output, and no device loss	offline-build-test	mesa-26-gororoba	src/amd/r300/vulkan/r3v_native_cell.c;src/amd/r300/vulkan/tests/r3v_native_public_surface_harness.c	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 13 remains stable	Implement perspective division, six-plane clipping, varying interpolation, output representation, and fan triangulation; pass positive non-unit-w and plane-crossing cases plus rejection mutants	A valid homogeneous or partially clipped triangle is refused, produces device loss, or yields pixels inconsistent with the clip oracle	merged-review-thread-closure-batch-0006	14	PRRT_kwDOR3YK5M6XkBzu	1277	2026-08-09T05:25:26Z	false	src/amd/r300/vulkan/r3v_native_cell.c	310	Oichkatzelesfrettschen;chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1277#discussion_r3742746464	fixed	af766adab77452239b29918eb26f033c0f00b313	resolved
rs482-package-recipe-immutable-identity	P2	rs482-docs	active-package-recipe-identity	Merged main identifies radeon-custom 0.8.11-1 by package commit, recipe tree, PKGBUILD blob, and source-identity blob before naming the signed Linux source objects that recipe consumes; the authority verifier rejects an omitted package-owned identity	closed	Does merged main still exhibit active-package-recipe-identity?	Run the authority verifier and resolve each recorded package commit, recipe tree, recipe blob, signed source tag, source commit, and driver tree in its owning repository	offline-source-history	mesa-26-gororoba	docs/hardware/rs482-source-authority.md;docs/hardware/tests/test_rs482_source_authority.py	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 14 remains stable	Record the immutable package-repository identity or package artifact beside the source pin and verify both axes independently	The active package row lacks an immutable package-owned commit, recipe tree, or recipe blob identity	merged-review-thread-closure-batch-0006	15	PRRT_kwDOR3YK5M6XtZQF	1290	2026-08-10T00:51:33Z	false	docs/hardware/rs482-source-authority.md	79	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1290#discussion_r3745884585	fixed	2c9aea7e2b14ff97cc9598c4c674d27c82b97aba	resolved
rs482-park-verdict-bundle-identity	P2	rs482-docs	parked-device-behavior-evidence-identity	Merged main pins the exact 0.6-1 parked-entry bundle, retaining commit, outcome SHA-256, and complete hash-ledger SHA-256 while separating that measured behavior from the newer package and deployment identities	closed	Does merged main still exhibit parked-device-behavior-evidence-identity?	Verify all 34 bundle payload hashes and run the authority verifier against the exact parked-device row	offline-source-history	mesa-26-gororoba	docs/hardware/rs482-source-authority.md;docs/hardware/tests/test_rs482_source_authority.py	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 15 remains stable	Replace the moving latest-verdict phrase with an exact bundle or manifest identity whose hashes verify	The parked-device row lacks an exact retained bundle and hashes or assigns its behavior to a newer package without a newer park run	merged-review-thread-closure-batch-0006	16	PRRT_kwDOR3YK5M6XtZQI	1290	2026-08-10T00:51:33Z	false	docs/hardware/rs482-source-authority.md	82	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1290#discussion_r3745884588	fixed	2c9aea7e2b14ff97cc9598c4c674d27c82b97aba	resolved
terakan-view-index-value-change-dirtying	P2	terakan	view-index-push-constant-change-gate	terakan_set_view_index_push_constant still assigns view_index and sets the modified bit unconditionally at terakan_draw.c:296-301; every single-view draw calls it with zero	actionable	Does merged main still exhibit view-index-push-constant-change-gate?	Record repeated single-view draws after view_index is already zero and measure push-buffer allocation and KCACHE upload counts; require no new upload for an unchanged value	offline-build-test	mesa-26-gororoba	src/amd/terascale/vulkan/terakan_draw.c#L289-L302;src/amd/terascale/vulkan/tests/terakan_multiview_state_contract_test.py	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 16 remains stable	Set the view-index dirty bit only on value change, preserve multiview transitions and reset-to-zero behavior, and pass allocation/upload count calibration	Repeated unchanged single-view draws continue allocating or uploading view-index push-constant state	merged-review-thread-closure-batch-0006	17	PRRT_kwDOR3YK5M6X27Yd	1304	2026-08-10T12:00:06Z	false	src/amd/terascale/vulkan/terakan_draw.c	404	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1304#discussion_r3749258901	requires-change		unresolved
terakan-test-spdx-only-policy	P1	governance	new-test-spdx-only-header-policy	Current AGENTS.md:102-105 requires SPDX-only new files and rejects project collectives, superseding the request to replace Mesa3D authors with another holder; policy owner is 5f3d4601460d80140c3e6de31fee224d4c69cab7	closed	Does merged main still exhibit new-test-spdx-only-header-policy?	Inspect the current header policy and the test's SPDX-only header	offline-source-history	mesa-26-gororoba	AGENTS.md#L102-L105;src/amd/terascale/vulkan/tests/terakan_multiview_state_contract_test.py#L1-L1	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 17 remains stable	Re-query unresolved; resolve this exact thread ID as superseded; re-query resolved; record the ledger row	Policy again requires an invented or project-collective copyright holder on this new test	merged-review-thread-closure-batch-0006	18	PRRT_kwDOR3YK5M6X27Yi	1304	2026-08-10T12:00:06Z	false	src/amd/terascale/vulkan/tests/terakan_multiview_state_contract_test.py	1	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1304#discussion_r3749258906	superseded	ba9456059bb308b499b8940148d78b806adf67fc	resolved
terakan-softfp64-wsi-failure-edge-mutant	P2	terakan-test	wsi-failure-to-fail-device-calibration	The verifier checks that the WSI block contains goto fail_device and that cleanup follows the label, but its mutant set has no WSI-edge redirection or direct-return case	actionable	Does merged main still exhibit wsi-failure-to-fail-device-calibration?	Mutate terakan_wsi_init failure to goto fail_isa and to return directly; require verify_contract to reject both variants	offline-build-test	mesa-26-gororoba	src/amd/terascale/vulkan/tests/terakan_softfp64_lifetime_contract_test.py#L41-L81;src/amd/terascale/vulkan/tests/terakan_softfp64_lifetime_contract_test.py#L96-L149;src/amd/terascale/vulkan/terakan_physical_device.c	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 18 remains stable	Add known-bad WSI-edge mutants that prove the effective branch reaches fail_device and run the contract test under normal and optimized Python	A WSI failure bypasses vk_physical_device_finish while the lifetime contract test passes	merged-review-thread-closure-batch-0006	19	PRRT_kwDOR3YK5M6X3byR	1305	2026-08-10T12:26:10Z	false	src/amd/terascale/vulkan/tests/terakan_softfp64_lifetime_contract_test.py	58	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1305#discussion_r3749439672	requires-change		unresolved
terakan-softfp64-effective-terminator-parser	P2	terakan-test	failure-block-effective-terminator-validation	block_body and edge substring membership at test lines 41-64 accept return before the required goto; current mutants do not exercise this for calloc, ISA, Vulkan, or WSI edges	actionable	Does merged main still exhibit failure-block-effective-terminator-validation?	Insert return before each required goto in all four failure blocks and require every mutant to fail verification	offline-build-test	mesa-26-gororoba	src/amd/terascale/vulkan/tests/terakan_softfp64_lifetime_contract_test.py#L41-L81;src/amd/terascale/vulkan/tests/terakan_softfp64_lifetime_contract_test.py#L96-L149	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 19 remains stable	Parse the effective control-flow terminator rather than token membership, add four return-before-goto mutants, and pass the positive source contract	Any failure block can exit before its required cleanup goto while verify_contract succeeds	merged-review-thread-closure-batch-0006	20	PRRT_kwDOR3YK5M6X3lYa	1306	2026-08-10T12:33:42Z	false	src/amd/terascale/vulkan/tests/terakan_softfp64_lifetime_contract_test.py	65	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1306#discussion_r3749492959	requires-change		unresolved
r300-r2vb-psc-snapshot-comment-provenance	P1	r300-r2vb	psc-snapshot-symbol-discovery-provenance	The PSC snapshot comment at r300_r2vb.c:3812-3816 still asserts emitter behavior and stale-field effects without a discovery locator to r300_emit_vertex_stream_state or the derived-state producer	actionable	Does merged main still exhibit psc-snapshot-symbol-discovery-provenance?	Execute the comment's added symbol-discovery command and trace the live PSC words from derived state through r300_emit_vertex_stream_state into the transaction snapshot	offline-source-history	mesa-26-gororoba	src/gallium/drivers/r300/r300_r2vb.c#L3812-L3828;src/gallium/drivers/r300/r300_emit.c#L1246-L1273	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 20 remains stable	Add a durable rg, clangd, Global, or ast-grep locator naming the supporting symbols and pass comment-hygiene checks	The load-bearing PSC snapshot claim remains unverifiable from its source comment	merged-review-thread-closure-batch-0006	21	PRRT_kwDOR3YK5M6Yb3vf	1395	2026-08-12T02:30:07Z	false	src/gallium/drivers/r300/r300_r2vb.c	3933	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1395#discussion_r3763174319	requires-change		unresolved
