frontier_id	priority	domain	mechanism	current_evidence	completion_state	discriminating_question	required_observation	execution_class	authority_owner	canonical_data_target	required_generator	probe_declaration	bounded_output_schema	maximum_rows_and_bytes	retention_class	tools	ordering_dependencies	completion_gate	falsification_condition	batch_id	batch_rank	thread_id	pr_number	thread_created_at	is_outdated	review_path	original_line	review_author	review_url	disposition	merged_evidence_commit	resolution_state
rs482-tracker-evidence-identity	unbadged	r300-docs	rs482-tracker-evidence-identity	The Hybrid-TCL tracker binds completed work to named mechanisms and evidence artifacts rather than a PR range	closed	Does merged main still exhibit rs482-tracker-evidence-identity?	Inspect the tracker provenance cells for stable mechanism and artifact identities	offline-source-history	mesa-26-gororoba	docs/hardware/rs482-hybrid-vertex-tcl-design.md	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 10 remains stable	Re-query unresolved; resolve exact ID from merged evidence; re-query resolved; record ledger row	A tracker row uses a PR range as the only durable completion witness	merged-review-thread-closure-batch-0004	11	PRRT_kwDOR3YK5M6Qf31V	1117	2026-07-13T18:31:00Z	false	docs/hardware/rs482-hybrid-vertex-tcl-design.md	599	copilot-pull-request-reviewer	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1117#discussion_r3573173487	fixed	e3cc1217ce4b664a3d23e0441cb0e84e4a03b623	resolved
rs482-mechanism-evidence-provenance	P1	r300-docs	rs482-mechanism-evidence-provenance	Hybrid-TCL provenance names mechanism-bearing source and retained evidence that survive copied documentation and squashed review history	closed	Does merged main still exhibit rs482-mechanism-evidence-provenance?	Verify that the reviewed provenance rows stand alone without fork-local review chronology	offline-source-history	mesa-26-gororoba	docs/hardware/rs482-hybrid-vertex-tcl-design.md	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 11 remains stable	Re-query unresolved; resolve exact ID from merged evidence; re-query resolved; record ledger row	Removing access to private PR metadata makes a current Hybrid-TCL claim unverifiable	merged-review-thread-closure-batch-0004	12	PRRT_kwDOR3YK5M6Qf8yR	1117	2026-07-13T18:34:57Z	false	docs/hardware/rs482-hybrid-vertex-tcl-design.md	245	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1117#discussion_r3573202527	fixed	e3cc1217ce4b664a3d23e0441cb0e84e4a03b623	resolved
rs482-clear-quad-residual-identity-retirement	P2	r300-docs	rs482-clear-quad-residual-identity-retirement	The undefined HBTCL-02C label is absent; the current tracker expresses residual clear-quad work through named mechanisms and evidence gates	closed	Does merged main still exhibit rs482-clear-quad-residual-identity-retirement?	Search the current tracker for HBTCL-02C and inspect the mechanism-named residual rows that replaced it	offline-source-history	mesa-26-gororoba	docs/hardware/rs482-hybrid-vertex-tcl-design.md	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 12 remains stable	Re-query unresolved; resolve exact ID from merged evidence; re-query resolved; record ledger row	HBTCL-02C returns without a self-contained definition or the replacement residual lacks an executable evidence gate	merged-review-thread-closure-batch-0004	13	PRRT_kwDOR3YK5M6Qf8yY	1117	2026-07-13T18:34:57Z	false	docs/hardware/rs482-hybrid-vertex-tcl-design.md	624	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1117#discussion_r3573202536	superseded	e3cc1217ce4b664a3d23e0441cb0e84e4a03b623	resolved
rs482-pvs-port-window-read-boundary	P2	r300-docs	rs482-pvs-port-window-read-boundary	The design separates the confirmed 0x2200-0x22dc PVS and SE_TCL read wedge from the distinct active-3D 0x4000-and-above black-hole condition	closed	Does merged main still exhibit rs482-pvs-port-window-read-boundary?	Inspect the read-hazard rules and require each offset range to retain its own precondition and stop line	offline-source-history	mesa-26-gororoba	docs/hardware/rs482-hybrid-vertex-tcl-design.md	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 13 remains stable	Re-query unresolved; resolve exact ID from merged evidence; re-query resolved; record ledger row	The design treats every offset at or above 0x2200 as one unconditional read hazard	merged-review-thread-closure-batch-0004	14	PRRT_kwDOR3YK5M6Qf8yb	1117	2026-07-13T18:34:57Z	false	docs/hardware/rs482-hybrid-vertex-tcl-design.md	397	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1117#discussion_r3573202540	fixed	e3cc1217ce4b664a3d23e0441cb0e84e4a03b623	resolved
rs482-perspective-divide-owner	P2	r300-docs	rs482-perspective-divide-owner	The coordinate contract assigns the perspective divide consistently to fragment ALU or VTE and bounds CPU work to the fallback path	closed	Does merged main still exhibit rs482-perspective-divide-owner?	Compare the coordinate contract, stage summary, and tracker owner for the divide	offline-source-history	mesa-26-gororoba	docs/hardware/rs482-hybrid-vertex-tcl-design.md	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 14 remains stable	Re-query unresolved; resolve exact ID from merged evidence; re-query resolved; record ledger row	Current design prose assigns the same active divide to both the CPU and fragment-ALU or VTE paths	merged-review-thread-closure-batch-0004	15	PRRT_kwDOR3YK5M6Qf8yh	1117	2026-07-13T18:34:57Z	false	docs/hardware/rs482-hybrid-vertex-tcl-design.md	459	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1117#discussion_r3573202548	fixed	e3cc1217ce4b664a3d23e0441cb0e84e4a03b623	resolved
r2vb-planner-backend-verdict-schema-retirement	unbadged	r300-docs	r2vb-planner-backend-verdict-schema-retirement	The reviewed draft schema no longer governs the implementation; current producer planning separates primary reason, observed reason mask, action, and typed-source evidence	closed	Does merged main still exhibit r2vb-planner-backend-verdict-schema-retirement?	Compare the current planner fields and design vocabulary with the retired OVER_ALU_BUDGET draft wording	offline-source-history	mesa-26-gororoba	docs/hardware/rs482-producer-alu-compaction-design.md	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 15 remains stable	Re-query unresolved; resolve exact ID from merged evidence; re-query resolved; record ledger row	Current prose again conflates a backend admission verdict with the planner reason field	merged-review-thread-closure-batch-0004	16	PRRT_kwDOR3YK5M6Q-J57	1125	2026-07-15T04:03:05Z	true	docs/hardware/rs482-producer-alu-compaction-design.md	344	coderabbitai	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1125#discussion_r3584376386	superseded	e3cc1217ce4b664a3d23e0441cb0e84e4a03b623	resolved
r2vb-constant-load-structural-scan	P2	r300-docs	r2vb-constant-load-structural-scan	The structural floor explicitly includes push-constant and constant-data loads alongside uniform and UBO loads	closed	Does merged main still exhibit r2vb-constant-load-structural-scan?	Inspect the documented intrinsic allowlist against the production classifier	offline-source-history	mesa-26-gororoba	docs/hardware/rs482-producer-alu-compaction-design.md	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 16 remains stable	Re-query unresolved; resolve exact ID from merged evidence; re-query resolved; record ledger row	A producer accepted by the production classifier is rejected by the documented pre-lowering scan solely because it loads push or constant data	merged-review-thread-closure-batch-0004	17	PRRT_kwDOR3YK5M6Q-LLU	1125	2026-07-15T04:05:07Z	true	docs/hardware/rs482-producer-alu-compaction-design.md	392	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1125#discussion_r3584383822	fixed	e3cc1217ce4b664a3d23e0441cb0e84e4a03b623	resolved
r2vb-typed-split-durable-evidence-identity	P1	r300-docs	r2vb-typed-split-durable-evidence-identity	The typed-split design cites the host oracle and retained mechanism-bearing evidence instead of repository-local PR numbers	closed	Does merged main still exhibit r2vb-typed-split-durable-evidence-identity?	Inspect typed-split and silicon-result citations for durable artifact identities	offline-source-history	mesa-26-gororoba	docs/hardware/rs482-hybrid-vertex-tcl-design.md	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 17 remains stable	Re-query unresolved; resolve exact ID from merged evidence; re-query resolved; record ledger row	Typed-split reachability or silicon evidence depends on a PR number with no named source or retained artifact	merged-review-thread-closure-batch-0004	18	PRRT_kwDOR3YK5M6Q-LLW	1125	2026-07-15T04:05:07Z	false	docs/hardware/rs482-hybrid-vertex-tcl-design.md	600	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1125#discussion_r3584383825	fixed	e3cc1217ce4b664a3d23e0441cb0e84e4a03b623	resolved
r2vb-f3-r0-durable-evidence-identity	P1	r300-docs	r2vb-f3-r0-durable-evidence-identity	The F3-R0 result names its retained finding or host-oracle evidence rather than stein PR chronology	closed	Does merged main still exhibit r2vb-f3-r0-durable-evidence-identity?	Inspect the F3-R0 evidence citation for a mechanism-bearing retained identity	offline-source-history	mesa-26-gororoba	docs/hardware/rs482-producer-alu-compaction-design.md	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 18 remains stable	Re-query unresolved; resolve exact ID from merged evidence; re-query resolved; record ledger row	The F3-R0 route claim is supported only by a sibling-repository PR number	merged-review-thread-closure-batch-0004	19	PRRT_kwDOR3YK5M6Q-fxj	1125	2026-07-15T04:42:11Z	false	docs/hardware/rs482-producer-alu-compaction-design.md	415	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1125#discussion_r3584502408	fixed	e3cc1217ce4b664a3d23e0441cb0e84e4a03b623	resolved
r2vb-planned-typed-gate-calibration-retirement	P2	r300-docs	r2vb-planned-typed-gate-calibration-retirement	The proposed T0-T9 gate table is no longer the live route oracle; current exact-value gating and registered tests own admission calibration	closed	Does merged main still exhibit r2vb-planned-typed-gate-calibration-retirement?	Confirm that the retired planned gate table is not presented as the executable hardware-changing oracle	offline-source-history	mesa-26-gororoba	docs/hardware/rs482-producer-alu-compaction-design.md	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 19 remains stable	Re-query unresolved; resolve exact ID from merged evidence; re-query resolved; record ledger row	A planned gate table becomes authoritative without unset, empty, and zero-valued refusal controls	merged-review-thread-closure-batch-0004	20	PRRT_kwDOR3YK5M6Q-fxm	1125	2026-07-15T04:42:11Z	false	docs/hardware/rs482-producer-alu-compaction-design.md	523	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1125#discussion_r3584502411	superseded	e3cc1217ce4b664a3d23e0441cb0e84e4a03b623	resolved
r2vb-carry-input-cap-contract-retirement	P2	r300-docs	r2vb-carry-input-cap-contract-retirement	The reviewed provisional input-cap rule was replaced by the current planner and typed-source admission contract with executable source-identity limits	closed	Does merged main still exhibit r2vb-carry-input-cap-contract-retirement?	Inspect current split planning and oracle coverage at the maximum position-input boundary	offline-source-history	mesa-26-gororoba	docs/hardware/rs482-producer-alu-compaction-design.md	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 20 remains stable	Re-query unresolved; resolve exact ID from merged evidence; re-query resolved; record ledger row	Current split planning admits a carry when pass B exceeds R300_R2VB_MAX_PRODUCER_INPUTS without a deterministic decline	merged-review-thread-closure-batch-0004	21	PRRT_kwDOR3YK5M6Q-fxn	1125	2026-07-15T04:42:11Z	false	docs/hardware/rs482-producer-alu-compaction-design.md	425	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1125#discussion_r3584502413	superseded	e3cc1217ce4b664a3d23e0441cb0e84e4a03b623	resolved
r2vb-source-domain-value-kind-separation	P2	r300-docs	r2vb-source-domain-value-kind-separation	The source-domain contract separates float classes from integer and Boolean provenance and refuses unsupported value kinds instead of interpreting their bits as FP classes	closed	Does merged main still exhibit r2vb-source-domain-value-kind-separation?	Trace each admitted witness kind to the matching float-class or integer-range authority	offline-source-history	mesa-26-gororoba	docs/hardware/rs482-producer-alu-compaction-design.md	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 21 remains stable	Re-query unresolved; resolve exact ID from merged evidence; re-query resolved; record ledger row	A b2i-derived or other non-float value can satisfy the float-integrality predicate through bit reinterpretation	merged-review-thread-closure-batch-0004	22	PRRT_kwDOR3YK5M6RkL2W	1130	2026-07-16T19:27:18Z	true	docs/hardware/rs482-producer-alu-compaction-design.md	486	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1130#discussion_r3598345435	fixed	e3cc1217ce4b664a3d23e0441cb0e84e4a03b623	resolved
r2vb-boolean-fragment-lowering-floor-retirement	P2	r300-docs	r2vb-boolean-fragment-lowering-floor-retirement	The draft Boolean FP-class floor was replaced by a provenance contract that accounts for the fragment-stage fcsel_ge lowering shape	closed	Does merged main still exhibit r2vb-boolean-fragment-lowering-floor-retirement?	Inspect Boolean witness derivation after the restaged shader becomes fragment NIR	offline-source-history	mesa-26-gororoba	docs/hardware/rs482-producer-alu-compaction-design.md	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 22 remains stable	Re-query unresolved; resolve exact ID from merged evidence; re-query resolved; record ledger row	Current admission claims nir_analyze_fp_class proves the lowered fcsel_ge Boolean shape without an explicit provenance rule	merged-review-thread-closure-batch-0004	23	PRRT_kwDOR3YK5M6RkL2a	1130	2026-07-16T19:27:18Z	true	docs/hardware/rs482-producer-alu-compaction-design.md	505	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1130#discussion_r3598345440	superseded	e3cc1217ce4b664a3d23e0441cb0e84e4a03b623	resolved
r2vb-float-conversion-source-proof-retirement	P2	r300-docs	r2vb-float-conversion-source-proof-retirement	The executable source-domain floor excludes unproved float-to-integer conversion chains, replacing the reviewed post-conversion-only test	closed	Does merged main still exhibit r2vb-float-conversion-source-proof-retirement?	Inspect conversion provenance and require any admitted f2i or f2u chain to prove the original float operand or decline	offline-source-history	mesa-26-gororoba	docs/hardware/rs482-producer-alu-compaction-design.md	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 23 remains stable	Re-query unresolved; resolve exact ID from merged evidence; re-query resolved; record ledger row	A bounded transport integer is admitted while its original float conversion source can diverge between FP24 and FP32 paths	merged-review-thread-closure-batch-0004	24	PRRT_kwDOR3YK5M6RkL2b	1130	2026-07-16T19:27:18Z	true	docs/hardware/rs482-producer-alu-compaction-design.md	489	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1130#discussion_r3598345443	superseded	e3cc1217ce4b664a3d23e0441cb0e84e4a03b623	resolved
r2vb-system-value-admission-boundary	P2	r300-docs	r2vb-system-value-admission-boundary	The documented proved floor keeps unsupported system-value intrinsics outside admission and preserves the planner oracle rejection	closed	Does merged main still exhibit r2vb-system-value-admission-boundary?	Compare the source-domain floor with the planner intrinsic allowlist and load_vertex_id rejection oracle	offline-source-history	mesa-26-gororoba	docs/hardware/rs482-producer-alu-compaction-design.md	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 24 remains stable	Re-query unresolved; resolve exact ID from merged evidence; re-query resolved; record ledger row	Documentation presents a system-value class as proved while the current planner rejects its intrinsic or synthetic source shape	merged-review-thread-closure-batch-0004	25	PRRT_kwDOR3YK5M6RkL2f	1130	2026-07-16T19:27:18Z	true	docs/hardware/rs482-producer-alu-compaction-design.md	506	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1130#discussion_r3598345448	fixed	e3cc1217ce4b664a3d23e0441cb0e84e4a03b623	resolved
