thread_id	previous_evidence_commit	evidence_commit	verified_at	refresh_note
PRRT_kwDOR3YK5M6SKFQr	e3cc1217ce4b664a3d23e0441cb0e84e4a03b623	3b355908198285831108be57003bdfbd69a796cb	2026-08-27T18:23:16Z	Output validation requires a level-free FP32x4 GTT buffer with backing storage covering the complete producer layout
PRRT_kwDOR3YK5M6SKo_m	e3cc1217ce4b664a3d23e0441cb0e84e4a03b623	3b355908198285831108be57003bdfbd69a796cb	2026-08-27T18:23:16Z	A validation failure rebuilds the complete buffer list after a replacement capacity reservation, while a second failure declines
PRRT_kwDOR3YK5M6SKweM	e3cc1217ce4b664a3d23e0441cb0e84e4a03b623	3b355908198285831108be57003bdfbd69a796cb	2026-08-27T18:23:16Z	The producer capture path runs at the draw site without a flush-hook helper that discards a pending caller command stream
PRRT_kwDOR3YK5M6SKweQ	e3cc1217ce4b664a3d23e0441cb0e84e4a03b623	3b355908198285831108be57003bdfbd69a796cb	2026-08-27T18:23:16Z	Capture validation retains the raw output authority and does not substitute application framebuffer state into producer staging
PRRT_kwDOR3YK5M6QZnz7	e3cc1217ce4b664a3d23e0441cb0e84e4a03b623	1cf2ae9c66feb5ac5e616810b17a7b541905e377	2026-08-28T04:38:01Z	The bounded distcc fixture skips discovery and local tokens before counting remote volunteers
PRRT_kwDOR3YK5M6QZn0M	e3cc1217ce4b664a3d23e0441cb0e84e4a03b623	1cf2ae9c66feb5ac5e616810b17a7b541905e377	2026-08-28T04:38:02Z	distcc_host_name strips SSH user, port, slot, and option syntax before hostname resolution
PRRT_kwDOR3YK5M6QZrBQ	e3cc1217ce4b664a3d23e0441cb0e84e4a03b623	1cf2ae9c66feb5ac5e616810b17a7b541905e377	2026-08-28T04:38:03Z	Hostname normalization leaves the original distcc dispatch specification unchanged
PRRT_kwDOR3YK5M6QZrBU	e3cc1217ce4b664a3d23e0441cb0e84e4a03b623	1cf2ae9c66feb5ac5e616810b17a7b541905e377	2026-08-28T04:38:04Z	Every counted volunteer receives fallback-disabled C and C++ probes with the selected compiler pair
PRRT_kwDOR3YK5M6Qaw1N	e3cc1217ce4b664a3d23e0441cb0e84e4a03b623	1cf2ae9c66feb5ac5e616810b17a7b541905e377	2026-08-28T04:38:05Z	The debug loader environment prepends the selected prefix explicit-layer directory
PRRT_kwDOR3YK5M6Qaw1U	e3cc1217ce4b664a3d23e0441cb0e84e4a03b623	1cf2ae9c66feb5ac5e616810b17a7b541905e377	2026-08-28T04:38:06Z	The debug package installs and exposes the prefix implicit-layer directory
PRRT_kwDOR3YK5M6SJFXv	05023afc27fcc9fb0637ecacfa425d9fc4263a81	1cf2ae9c66feb5ac5e616810b17a7b541905e377	2026-08-28T04:38:07Z	New source headers retain SPDX and name a copyright holder only when legal ownership is verified
PRRT_kwDOR3YK5M6Ta-dF	e3cc1217ce4b664a3d23e0441cb0e84e4a03b623	1cf2ae9c66feb5ac5e616810b17a7b541905e377	2026-08-28T04:38:08Z	R3V native image creation retains one allocation footprint and one bound memory object
PRRT_kwDOR3YK5M6Ta-dG	05023afc27fcc9fb0637ecacfa425d9fc4263a81	1cf2ae9c66feb5ac5e616810b17a7b541905e377	2026-08-28T04:38:09Z	Project documents retain SPDX without an invented project copyright holder
PRRT_kwDOR3YK5M6TtjCM	05023afc27fcc9fb0637ecacfa425d9fc4263a81	1cf2ae9c66feb5ac5e616810b17a7b541905e377	2026-08-28T04:38:10Z	The stack manifest schema retains loaded libgallium path, digest, Build ID, and provenance fields
PRRT_kwDOR3YK5M6TtjCO	05023afc27fcc9fb0637ecacfa425d9fc4263a81	1cf2ae9c66feb5ac5e616810b17a7b541905e377	2026-08-28T04:38:11Z	The stack manifest schema retains conditional Radeon DDX digest, Build ID, package, and provenance fields
PRRT_kwDOR3YK5M6TtjCR	05023afc27fcc9fb0637ecacfa425d9fc4263a81	1cf2ae9c66feb5ac5e616810b17a7b541905e377	2026-08-28T04:38:12Z	Repository guidance keeps retained RS482 evidence in steinmarder-r300 and Mesa implementation in this repository
PRRT_kwDOR3YK5M6TtjCT	05023afc27fcc9fb0637ecacfa425d9fc4263a81	1cf2ae9c66feb5ac5e616810b17a7b541905e377	2026-08-28T04:38:13Z	JSON documents follow the SPDX-only verified-holder policy without comment attribution
PRRT_kwDOR3YK5M6TvpLc	05023afc27fcc9fb0637ecacfa425d9fc4263a81	1cf2ae9c66feb5ac5e616810b17a7b541905e377	2026-08-28T04:38:14Z	The hard and expanded new-file rules still require SPDX and verified-holder-only copyright
PRRT_kwDOR3YK5M6TtjCR	1cf2ae9c66feb5ac5e616810b17a7b541905e377	2c9aea7e2b14ff97cc9598c4c674d27c82b97aba	2026-08-28T05:49:28Z	The current authority table keeps retained RS482 bundles and hardware verdicts in steinmarder-r300 while separating source, package, runtime, loaded-module, and parked-device identities
PRRT_kwDOR3YK5M6Qaw1U	1cf2ae9c66feb5ac5e616810b17a7b541905e377	217378421cb218e216d5f4d135101c25a7892a3b	2026-08-28T09:01:00Z	The checksum-only package update preserves the implicit-layer configuration and staged library and manifest refusal gates
PRRT_kwDOR3YK5M6Qaw1U	217378421cb218e216d5f4d135101c25a7892a3b	cb72822d4ef4b6937eaf1c3e5db50f83366cf4ae	2026-09-03T12:00:00Z	Nine package revisions advance pkgrel from 22 to 31 as the only PKGBUILD change; the anti-lag and device-select implicit-layer configuration and the staged library and manifest refusal gates stay byte-identical
PRRT_kwDOR3YK5M6RnHS5	3b355908198285831108be57003bdfbd69a796cb	9b3b84fb94533002d6008e1f97d64e6c5c70c48d	2026-09-03T13:00:00Z	The r300_r2vb.c changes rename the vertex-count limit to R300_PM4_VTX_COUNT_LIMIT and correct the VAP_VF_CNTL comments, leaving the force-split memo's SINGLE-plan shadow comparison and its child-process oracle rows intact
PRRT_kwDOR3YK5M6SJFXv	1cf2ae9c66feb5ac5e616810b17a7b541905e377	9b3b84fb94533002d6008e1f97d64e6c5c70c48d	2026-09-03T13:00:00Z	AGENTS.md rewrites the build-and-cache doctrine, the RS480 die identity line, and the comment-hygiene linter section; the new-source rule still grants SPDX exclusively and retains a copyright line only for a verified legal holder
PRRT_kwDOR3YK5M6SK5OQ	3b355908198285831108be57003bdfbd69a796cb	9b3b84fb94533002d6008e1f97d64e6c5c70c48d	2026-09-03T13:00:00Z	The r300_r2vb.c changes rename the vertex-count limit to R300_PM4_VTX_COUNT_LIMIT and correct the VAP_VF_CNTL comments, leaving producer staging's repeated reservation after reserve-triggered and validation-triggered flushes intact
PRRT_kwDOR3YK5M6SKFQo	3b355908198285831108be57003bdfbd69a796cb	9b3b84fb94533002d6008e1f97d64e6c5c70c48d	2026-09-03T13:00:00Z	The r300_r2vb.c changes rename the vertex-count limit to R300_PM4_VTX_COUNT_LIMIT and correct the VAP_VF_CNTL comments, so validation still retains the raw output resource in the transaction and staging and the producer prologue still consume that owned BO
PRRT_kwDOR3YK5M6SKFQr	3b355908198285831108be57003bdfbd69a796cb	9b3b84fb94533002d6008e1f97d64e6c5c70c48d	2026-09-03T13:00:00Z	The r300_r2vb.c changes rename the vertex-count limit to R300_PM4_VTX_COUNT_LIMIT and correct the VAP_VF_CNTL comments, leaving the level-free FP32x4 PIPE_BUFFER extent validation of the producer target intact
PRRT_kwDOR3YK5M6SKo_m	3b355908198285831108be57003bdfbd69a796cb	9b3b84fb94533002d6008e1f97d64e6c5c70c48d	2026-09-03T13:00:00Z	The r300_r2vb.c changes rename the vertex-count limit to R300_PM4_VTX_COUNT_LIMIT and correct the VAP_VF_CNTL comments, leaving the post-flush command-stream reservation retry before the buffer-list rebuild intact
PRRT_kwDOR3YK5M6SKweM	3b355908198285831108be57003bdfbd69a796cb	9b3b84fb94533002d6008e1f97d64e6c5c70c48d	2026-09-03T13:00:00Z	The r300_r2vb.c changes rename the vertex-count limit to R300_PM4_VTX_COUNT_LIMIT and correct the VAP_VF_CNTL comments, so producer_capture3 still runs at the real draw call site without resetting the caller command stream
PRRT_kwDOR3YK5M6SKweQ	3b355908198285831108be57003bdfbd69a796cb	9b3b84fb94533002d6008e1f97d64e6c5c70c48d	2026-09-03T13:00:00Z	The r300_r2vb.c changes rename the vertex-count limit to R300_PM4_VTX_COUNT_LIMIT and correct the VAP_VF_CNTL comments, so the capture path still uses owned output state without swapping a synthetic framebuffer into dirty atom validation
PRRT_kwDOR3YK5M6Ta-dG	1cf2ae9c66feb5ac5e616810b17a7b541905e377	9b3b84fb94533002d6008e1f97d64e6c5c70c48d	2026-09-03T13:00:00Z	AGENTS.md rewrites the build-and-cache doctrine, the RS480 die identity line, and the comment-hygiene linter section; SPDX-only headers still cover new source files and invented project collectives stay stripped during intake
PRRT_kwDOR3YK5M6TtjCR	2c9aea7e2b14ff97cc9598c4c674d27c82b97aba	9b3b84fb94533002d6008e1f97d64e6c5c70c48d	2026-09-03T13:00:00Z	The source-authority table moves the recipe axis to radeon-custom 0.8.13-1 and records the open deployment drift while keeping each identity on its own axis, and AGENTS.md still assigns retained RS482 evidence to steinmarder-r300 and Mesa source to this repository
PRRT_kwDOR3YK5M6TtjCT	1cf2ae9c66feb5ac5e616810b17a7b541905e377	9b3b84fb94533002d6008e1f97d64e6c5c70c48d	2026-09-03T13:00:00Z	AGENTS.md rewrites the build-and-cache doctrine, the RS480 die identity line, and the comment-hygiene linter section; the verified-holder rule still governs Markdown and JSON documents without requiring invented attribution
PRRT_kwDOR3YK5M6TvpLc	1cf2ae9c66feb5ac5e616810b17a7b541905e377	9b3b84fb94533002d6008e1f97d64e6c5c70c48d	2026-09-03T13:00:00Z	AGENTS.md rewrites the build-and-cache doctrine, the RS480 die identity line, and the comment-hygiene linter section; the hard rule and its expansion agree that a new file carries an SPDX grant and a copyright line only for a verified holder
PRRT_kwDOR3YK5M6Qaw1U	cb72822d4ef4b6937eaf1c3e5db50f83366cf4ae	3c8d72708f86da4120e34931f5f604c7bd240eda	2026-09-04T05:00:00Z	The platform-identity comment names the board RS485M as its own video BIOS spells the chip; the anti-lag and device-select implicit-layer configuration and the staged library and manifest refusal gates stay byte-identical
