work_group_id	history_group_id	review_path	source_anchor	thread_count	review_source_count	available_review_source_count	unavailable_review_source_count	unchanged_review_source_count	changed_review_source_count	merged_anchor_count	current_path_state	path_change_candidate_count	path_change_candidates	single_change_candidate	validation_gate	history_state	next_action
work-r300-r2vb-c-bool-r300-r2vb-producer-interface-init-gated-849223324227	history-changed-since-review-warning-clean-driver-build-and-focused-test-9fb24e6ea68b	src/gallium/drivers/r300/r300_r2vb.c	bool r300 r2vb producer interface init gated	1	1	1	0	0	1	1	present	60	3c24bc929b87028d5c4ed2a90f79d3924594b258;2c8d19405c4a14ee5ccc4807bab0165dd3553d23;06823893832e1ae003224157a327982805c88480;051d4623b8405567651f857d9ae5e6ea8a2e0dbd;5532f9156d69dfe03e626a6fafd6d8afd62921b0;a770811c55ffd772bd29af2683cf13ce3a28c1af;aa8cbf92af83402dfab469ef2f3c17feb5278886;26810a27eaf6091fa6de311378307b216e77d34a;cc720efe7a63d47a151a83ab356e7d5fde27e1bb;026c4500507ef2e76a811b7570b8c97fd4494c1d;d6fa0cce49b65639f4d6c167e618d4b6dc6599b7;839bd4aff2caaa815d252115a14bc93f442afda4;ccb499011d89d04f61dc012c6b2c526aa74ac231;58b08917a08c37453cf086817606dd83d25cab42;6433a9298befc2d703857013cff3cab162ff2391;f81f6cc8c6dcb5f570b234ad1762cf08c7ab5944;34d05bc659acf03bad0e8e0cbd3b182d028ee053;514f9713f432df755b3e7dd205f0d077351a7b43;a9c250640ce62c6c88065fb69adfe0b1be6d9b98;14aaa606408a0c007f00c24fa49f5b6a482b9ef6;9074bba904dca0198116561c42857c40223161a0;feffa63586b63306d8e20d79809136f48d49b7e3;bfc1791da763c59276bcac194d6a4bc68db5d2e1;c49f908b9fdb363056a9da9c7eac032a54e2bb13;d9657cf8380ebe5ff125967b76a4c2164faef2f8;f369ce5466dd3d40fce47ccf228fcdd048261765;68b94f735b215f02885ecc7b53ac98de03e6b95b;85585a7048f915b0eb79503c6e962ed31c438d34;2da6279178e215b67b24b692c0f506c114bd3d40;b4b6e662fa067dc0b0339185d246cb9072423259;34d4d329e02716972dfc92a3dfa0cefa04597fcf;daca21872649e2fd181ed71bfc73a6db5a2d2b60;9da9bb3bb957b0538af8410bf41106a151af336a;65154de0e147d4e9394627bc12c3425c12551e4e;35dd78a04bcd2581e3f7ae8c44ee2786821ca6d6;3b03c1b6346b489e703c0c825f64125b70e676a5;c7cfc31ce865fc5677c64f40944a83e46901494a;08e38b2dc9ad77a71758a3304ba431f7e2fd64e7;e4136947efd8a17e9e324278c9fe166a093dd093;a48a4ffe3defdc80b7378518dce99b85b98fb814;1b920c97607fd7e2bc9a4486f423313bd0eb8f34;8a5f01edd9fe48fb6ec95e0011705b391735275b;c123b4a4e3da2c23fa535c94ccbec6b5b04d291e;fabc109980f6a1c11f20256175104f8a8d881618;a1a64ce5da0b589720105e08c45a9c1151e4a266;df19f9f8ce039d894ee7bf5ed0158a873b5720e7;80d2ef69e648b4cd9f7319997a9e777eebbbdf46;3a629b5068d7332525037e26755cb9626c05dacb;e2a5b7bf8e69300643d4d6b613022c1001d0303b;ef9a7d3a730fefda515635117e1a34f4eca5e07b;25f47cfc2587ae7d59009f0c9a02ea0338e399ee;e6799cfcc2a82ce450d9ed6b39ff8f69cdd59f62;5b7fbd51140acd73c82e5c8d6ff9b9d50e01509b;7c33b75438441f5f45d6eb28bd10a77de5059333;81f1fd4b707dd87e7d49270e4ebd382ee9055f56;5d181e42181045dadef0276439805cfcfaac4371;e561b290b1b40aa7478f9751189b11b31e138e80;e3cc1217ce4b664a3d23e0441cb0e84e4a03b623;240973ba7c6fc0f77fbf6feb53be359e0f193a4e;3b355908198285831108be57003bdfbd69a796cb		warning-clean-driver-build-and-focused-test	changed-since-review	inspect-path-change-sequence-against-review-claims
work-r3v-native-loader-sweep-c-child-exit-status-int-body-aab625dc6025	history-changed-since-review-warning-clean-driver-build-and-focused-test-1dd31e86faa7	src/amd/r300/vulkan/tests/r3v_native_loader_sweep.c	child exit status int body status	1	1	1	0	0	1	1	present	9	4af44f4212f06b31e8fd5577645a97953b7b3924;981dd80e8b679a8d6ba06b532d8ce1aecbb7a653;2a11aa0c8253be67db77dd45cc6f02e8ad4b5c77;adfa7ce2b0e930e3f198f703477c8c0797338246;a3d731fddaf773e547e3a057a93394025833e651;0d0e7f74784c996c7bf1d4414fb3a02dafa8beff;13683abd6ad3fcbf0d052d1a63b24793b59211fa;ebc8348c2ec8951c28056c17b036a365856cd12a;5453c84376b798dd7cc68a5f65defc68037c4b15		warning-clean-driver-build-and-focused-test	changed-since-review	inspect-path-change-sequence-against-review-claims
work-run-under-xvfb-sh-cleanup-dir-e982551a07c5	history-unchanged-since-review-shellcheck-and-script-test-6f9d39f181b1	src/amd/r300/vulkan/tests/run_under_xvfb.sh	cleanup dir	1	1	1	0	1	0	1	present	0			shellcheck-and-script-test	unchanged-since-review	compare-current-code-with-review-claim
work-run-under-xvfb-sh-exec-8-237c75aee3c0	history-unchanged-since-review-shellcheck-and-script-test-6f9d39f181b1	src/amd/r300/vulkan/tests/run_under_xvfb.sh	exec 8	1	1	1	0	1	0	1	present	0			shellcheck-and-script-test	unchanged-since-review	compare-current-code-with-review-claim
work-meson-build-if-get-option-r3v-native-backend-d69517bd1b58	history-changed-since-review-configure-build-and-artifact-check-d8f4519d669d	src/amd/r300/vulkan/meson.build	if get option r3v native backend	9	8	8	0	0	8	8	present	131	c24c0dbb6b9da164768351361130d13be09b83ee;d858b1a51c711dc2914b97b640c5d97cff3b00ce;2e1642cf0de28f8fab338276def14a51883c317b;114140ddb179c1a58cc3d38a50e430b62e30bf3a;a94c48c9ecd87cde05b668f14c0f0ed52c6a0953;7ab5397585453b3463dfd411a314959af7d1fb28;dcb79af9fd7fb8d0693909d799162565026a042e;d96851c588881e6b47d549a8e70e5fce7bba4a9c;e2c5f5ff9406dac8c8a1fe99654177aa36ecab77;1d6db4be17eb0a8c82402d426d2093756f71f4bf;13a7613d9607af74e40127022979e901d9eef549;a9b51d6bb161e16a838dfcc0127d5379e185725b;aa56b1b45773bc66ea87bc272610c7beb79fc223;cb3d078ed417e2b566f3f2eb30dad89ca3f552f7;cd28064499a006a46f50f72e39c9c69dab87a7c8;d728839da82e54829f0a2d8005d735c341ed9d95;82530aefd8ecc8e129d414fd9ffad9e502f97636;3742009c13db4a63b0bcfdb37b1e8f2bc5d04e40;60e253d0b93b6f203f295fdfc9459de2fa00a3f1;3757172d5357cd91e512d0cbbbf0f066c4caf77b;564eb861bd79084ad014566fdfd0d369fccb6f1b;d98b0d511f769eae642039b0c58998194b354b07;ef9a7d3a730fefda515635117e1a34f4eca5e07b;25f47cfc2587ae7d59009f0c9a02ea0338e399ee;b626cee79e5a001f827b99f8d6e557fd0cb7453d;660cc3520267a83cf206715053b689e1b222f875;6e0eb8abf7184d3f0c848a7c63aad5605622916f;72218c01452bc7204a847b03d776df77a7f5babd;72f79f2c1a39fc65803eeaae870aced6d480a811;98d7e02bdbc8f23a6484f9390241f4d3fd8e5389;a5029925fb0357c231d21bf4e7b1ee75fdd379ec;29d75924a6eb6e49eaf2598f563207c9259f56ef;fe97343a914ab505bd65be95b129679f7155f38c;6f70ae589262f0e8835d19ba5e89d3d8e5ee344e;4af44f4212f06b31e8fd5577645a97953b7b3924;080060afd9163cfdc80a48bb53b2e70ad98b7488;b6ea89213c0ca1b4bd1e70d6678a3766554aaa2a;cb4a85347364abcb36e517adb26ea36fe43e84b4;31b26494ea6bf9ca45670b492faf35bdce54ffb9;cde81528e7a80308a3fa1932924503d9410ab8a4;9ebc57897138fd5c4b6ab087a21452da1caf7a56;5a892d595928bdae0378d0f6562de020d02373e6;676da21429d31d76dbadd7a56ed9421708d944c3;79f1a5a2c02c6e6f3b6784b3fe89dd24a230175e;c17c780ed1a26ee723e12a31b1f4bdd83dec8141;57cd7d18c3db8e4e49b94006c5974c1d68dfa5b7;8077376b79a29299a39b37c6178b7a064a9abf29;cf515799baad6cc3d9a607bafca9116513e950fc;2fbcf6fb2853932c290283d609f8afea05107ff3;c1c76da5053cb35655bd2c46a95fe027fb255e60;e50678009138c99f30b83aea23ae083213b8a58c;6594b309ef5ccb3945196308926ce1a2aa893e94;7fc0c23a20f73941a8bb42ff5bca657873683811;c096215370bdb9dd72176529c0975c271596d5a6;8b21d8a360d5de38a7423a4c118e9c1f0fb8c224;01cce6697e2122401327f7dbc7d873adb7b0a897;4eb06a49be58551844a93a51de5639cf64f3558a;d214e70ed81ffdc8b52ab47be9c8206073cf47ed;41d774592cb536a8f74e5247c9a9a855725b397e;d2b6fe808983612e78eb95cb0000db4e36b38a21;c9bd4e6bc836fe7d172176dd0c977779537d14d5;99e93170475b3f8ff2dee9784c5a0149f503108e;d02bda1a06e35e35f08127a42ace08a0052e6351;0bb1427b518fc30fd6383d39cfe7485beb1b273b;ac11072b3279364cb257784f8129c9aa4fa3df39;981dd80e8b679a8d6ba06b532d8ce1aecbb7a653;4f1be7053f69ed3abe31df485fe857f25b6734c8;966ab4bfce7b70d429f659d57c4e91c64a70f7b8;1ad514dc9e39a5ce3e6373bc35fc84c5c95dbb0c;a988c2cf707f0190580ac4099b70670084905be3;812cf7df40581a3ccb779baf92fe18a83a552220;b07680fb71b43cbb214cfc737d798fc4c5df1fd7;57989aff3eeececef2a9e6fbbcc46aecd26bc4b0;22eb45284fb9bfb21a21ae2b49e5e56029f047ba;22cd17ed39d198e587fd5b4d7c94619fcdbcb707;ca164de881b81c1338ca63091bc50aa43c6c99f8;2e18300a2b42035a97b5fd350656b99cb9dbd7e0;9dc8b06c19483b20dccaa9d455ca30d77be42b3c;0d0e7f74784c996c7bf1d4414fb3a02dafa8beff;8e1387b5c97e329dd7b12f9937d691611c40f63e;88ce4466f7a042a93cb70866208c901bf86433c3;7d847324637a0c3fdb998778fe6ab0b5242107ee;4653e691f1692ad7c7e37835316e6cf7d82fc7bc;baf48620c79c19566965936e10cb66c5c1419cf5;225cea235e853f762377956a6329f5e8ab1661b3;7f7feec24572361f74134376433c0ba63f6219c2;e68f40792d4bbdcc1961cae439a8b0264c25c9ce;4b11002d5b38f01f6477a2878352caea8cd28ac7;13683abd6ad3fcbf0d052d1a63b24793b59211fa;26b04af5186ffa9c81c9f86ea67d56a9b2ee9baf;1a09900f7b5b27eaeb25fd2cbdb1ccc50c5b173a;00e3c5dd25deb8545a531a6725b0d76c50156e1c;59b77649a80ee880f84ba6a5301467c8cc2c0438;710d7e3c12b5e6eecd6a9356de5295618b201d1d;9f65f5f61e53a9ca26b082e1b27222c374cd28da;300a75557165c988818944e1fef1157d847406bc;7d380acb9b92d0de445217a4c35eb53cccc03901;2cb307652cc8b14e61abd9fd3d71ff5e935c5eae;bd7fcf75397e409a3d1e15e595e940d6411dffc3;13cc6f08740b4a4086d2fd1119c5cbcee86e3dbe;5453c84376b798dd7cc68a5f65defc68037c4b15;13701e615400edf1e437c61df559419793a3088f;84cf229c0d6e290d4a5694efa957454bc04b22c9;c6f998b2c5c8a4e04c6bfd515c88cc88b42a4ffd;99ae7f779dd196aec81f5eef3c02f0ddf0f2fbbc;15e794e1b6218b8fe59b7e9577a07d2b0a38aa99;74e17e547d51997ffb074a92b1f74bef56c702a0;a62e4497766aff089ee68b72c96c0721935b3290;6d7b0b5c0c5292f9b8563651b0351f714353e630;be6eb55ff61e6ac44b7e475f70f9edc76d1f8d5b;451d77f250a30cb4c968c8474b0ffaa1a8f1b123;eae1df80d9c7db3162ed27614fc74de2325ad665;5f2615641abebc5f1631fb02285d20a93808cbfb;682648a30f9fe5db7f18772bd953af2e44099437;393cb870255352a00fc9859f2d6624e3f10b2b87;0aceb8aa9606b0e4381e1ce5afc099c8914a3ef1;f743d0f9bec6e673cdd09dfd4554172aaa9b01c7;c5cc11945f60ddc34a1011b1bde47762a33887ab;64fa102e611a869ea31d47a31fdf72ad84f28711;a4c39ca2b71127b4a9ffe6a3e524428977fc7c61;8e4c01d4aaf5dbfe222d2bd3763b7ca906eb129c;7dd3f6fbb379de20d3c2c7d983d24523acfdbd84;af766adab77452239b29918eb26f033c0f00b313;31650bf8e57d52a812104aeb6cc60449099a86d1;813f5899cd3d315aa4c84213e5be5101fc03f698;4337fab9b7e51ae23d0c1db75c0c107ec1a20f29;c3f310b429a8061a7eda94441b306c7b999d5ebc;10f9e2fa66fd28b97638124d55113218da2a57d5;51e2926b7cd2deabb3dfc6c09e9e3310abca4159;2232b3ab7b2baef2666bd3f5bf23193e0af2f86e;ae2e0183f6953f872bb04b6b929b374b6f8ac1ae		configure-build-and-artifact-check	changed-since-review	inspect-path-change-sequence-against-review-claims
work-r3v-native-entrypoint-audit-py-def-populated-slot-1e39abd228f4	history-changed-since-review-python-test-black-and-ruff-17ee72ebf7ec	src/amd/r300/vulkan/tests/r3v_native_entrypoint_audit.py	def populated slot	1	1	1	0	0	1	1	present	9	dcb79af9fd7fb8d0693909d799162565026a042e;ad9b4cccc6f354073c0ffaf256b5971f183bef81;ddc13ab0332e137590812f977866eb5e2ba4d1c7;ead47dd8ba55e2e441466a64eecb03a8245c5fde;4af44f4212f06b31e8fd5577645a97953b7b3924;d2b6fe808983612e78eb95cb0000db4e36b38a21;981dd80e8b679a8d6ba06b532d8ce1aecbb7a653;2a11aa0c8253be67db77dd45cc6f02e8ad4b5c77;adfa7ce2b0e930e3f198f703477c8c0797338246		python-test-black-and-ruff	changed-since-review	inspect-path-change-sequence-against-review-claims
work-r3v-native-cell-c-r3v-native-cmd-buffer-execute-deferred-558fd7da81a3	history-changed-since-review-warning-clean-driver-build-and-focused-test-d9149374bc76	src/amd/r300/vulkan/r3v_native_cell.c	r3v native cmd buffer execute deferred draw	9	7	7	0	0	7	7	present	58	bcc499b1470a86d5d81c998942ea3ab8f46bcf22;c193451587f6e84116ae1f4714b5a37446dc7053;008110afd9942719d2ca0935b0ae37d1daab2cf5;c60420cdbdde1ac2c5a8cf02dc3e73dd5acde532;88e16a3a533652f933bcedc991f9bc775f9cc2ab;9fd78c467d217a7b69b3f1d261ca30b627945023;13a7613d9607af74e40127022979e901d9eef549;4bd28d4e6ddda782e109e29e10d87116f4a45365;cd28064499a006a46f50f72e39c9c69dab87a7c8;3bd7c9fc002ee3e0f46ff0f37c8a7a8605ea2a83;f3908552caa66be265973da927882d9e92ce6c77;d728839da82e54829f0a2d8005d735c341ed9d95;3757172d5357cd91e512d0cbbbf0f066c4caf77b;d98b0d511f769eae642039b0c58998194b354b07;6e0eb8abf7184d3f0c848a7c63aad5605622916f;f0041520a6dde7486d1d1cd1afda1b8390c80431;ab0615df41c9fe69a2bb5b902ef4371d8c26b623;67ab87ab156a8df979e6af13a3c33e18c804355c;72f79f2c1a39fc65803eeaae870aced6d480a811;fe97343a914ab505bd65be95b129679f7155f38c;e82f3e8aa63f7ed9c2e80f53b78c38d981b0efa9;b5944bc15e925156ca910369ce1f4107b2f3ceb3;dd879200731e8a3b717fcf95dd5f78d5fd1e3a7f;428f6dcbb0e1cd71417e1169c385f9e62f2ac0b7;e50678009138c99f30b83aea23ae083213b8a58c;6594b309ef5ccb3945196308926ce1a2aa893e94;c096215370bdb9dd72176529c0975c271596d5a6;d214e70ed81ffdc8b52ab47be9c8206073cf47ed;41d774592cb536a8f74e5247c9a9a855725b397e;d2b6fe808983612e78eb95cb0000db4e36b38a21;c9bd4e6bc836fe7d172176dd0c977779537d14d5;a190f69df686f6558b0e3ef847ef62793ffcaf50;966ab4bfce7b70d429f659d57c4e91c64a70f7b8;1ad514dc9e39a5ce3e6373bc35fc84c5c95dbb0c;a988c2cf707f0190580ac4099b70670084905be3;300a75557165c988818944e1fef1157d847406bc;ebc8348c2ec8951c28056c17b036a365856cd12a;0f807535cfda5bf35b33bd8869a80d5480b566e4;7d380acb9b92d0de445217a4c35eb53cccc03901;dc60471e58b6198ffe3b065d3164d08a4afa0664;275a5279249d527c349f4dfdd4f93cf66e6123eb;bd7fcf75397e409a3d1e15e595e940d6411dffc3;93ff2e17aeca881926adb92dc6493bb34018be2a;5453c84376b798dd7cc68a5f65defc68037c4b15;13701e615400edf1e437c61df559419793a3088f;84cf229c0d6e290d4a5694efa957454bc04b22c9;eae1df80d9c7db3162ed27614fc74de2325ad665;5f2615641abebc5f1631fb02285d20a93808cbfb;73b4fc07196b5bc9e5505406dfc34f4269407165;c7dae69423791abaefee49603b2d45e62086ac19;c5cc11945f60ddc34a1011b1bde47762a33887ab;64fa102e611a869ea31d47a31fdf72ad84f28711;7dd3f6fbb379de20d3c2c7d983d24523acfdbd84;af766adab77452239b29918eb26f033c0f00b313;31650bf8e57d52a812104aeb6cc60449099a86d1;813f5899cd3d315aa4c84213e5be5101fc03f698;10f9e2fa66fd28b97638124d55113218da2a57d5;51e2926b7cd2deabb3dfc6c09e9e3310abca4159		warning-clean-driver-build-and-focused-test	changed-since-review	inspect-path-change-sequence-against-review-claims
work-r3v-native-cell-c-record-triangle-cell-tail-struct-r3v-c74bba439f15	history-changed-since-review-warning-clean-driver-build-and-focused-test-d9149374bc76	src/amd/r300/vulkan/r3v_native_cell.c	record triangle cell tail struct r3v native device device	1	1	1	0	0	1	1	present	58	bcc499b1470a86d5d81c998942ea3ab8f46bcf22;c193451587f6e84116ae1f4714b5a37446dc7053;008110afd9942719d2ca0935b0ae37d1daab2cf5;c60420cdbdde1ac2c5a8cf02dc3e73dd5acde532;88e16a3a533652f933bcedc991f9bc775f9cc2ab;9fd78c467d217a7b69b3f1d261ca30b627945023;13a7613d9607af74e40127022979e901d9eef549;4bd28d4e6ddda782e109e29e10d87116f4a45365;cd28064499a006a46f50f72e39c9c69dab87a7c8;3bd7c9fc002ee3e0f46ff0f37c8a7a8605ea2a83;f3908552caa66be265973da927882d9e92ce6c77;d728839da82e54829f0a2d8005d735c341ed9d95;3757172d5357cd91e512d0cbbbf0f066c4caf77b;d98b0d511f769eae642039b0c58998194b354b07;6e0eb8abf7184d3f0c848a7c63aad5605622916f;f0041520a6dde7486d1d1cd1afda1b8390c80431;ab0615df41c9fe69a2bb5b902ef4371d8c26b623;67ab87ab156a8df979e6af13a3c33e18c804355c;72f79f2c1a39fc65803eeaae870aced6d480a811;fe97343a914ab505bd65be95b129679f7155f38c;e82f3e8aa63f7ed9c2e80f53b78c38d981b0efa9;b5944bc15e925156ca910369ce1f4107b2f3ceb3;dd879200731e8a3b717fcf95dd5f78d5fd1e3a7f;428f6dcbb0e1cd71417e1169c385f9e62f2ac0b7;e50678009138c99f30b83aea23ae083213b8a58c;6594b309ef5ccb3945196308926ce1a2aa893e94;c096215370bdb9dd72176529c0975c271596d5a6;d214e70ed81ffdc8b52ab47be9c8206073cf47ed;41d774592cb536a8f74e5247c9a9a855725b397e;d2b6fe808983612e78eb95cb0000db4e36b38a21;c9bd4e6bc836fe7d172176dd0c977779537d14d5;a190f69df686f6558b0e3ef847ef62793ffcaf50;966ab4bfce7b70d429f659d57c4e91c64a70f7b8;1ad514dc9e39a5ce3e6373bc35fc84c5c95dbb0c;a988c2cf707f0190580ac4099b70670084905be3;300a75557165c988818944e1fef1157d847406bc;ebc8348c2ec8951c28056c17b036a365856cd12a;0f807535cfda5bf35b33bd8869a80d5480b566e4;7d380acb9b92d0de445217a4c35eb53cccc03901;dc60471e58b6198ffe3b065d3164d08a4afa0664;275a5279249d527c349f4dfdd4f93cf66e6123eb;bd7fcf75397e409a3d1e15e595e940d6411dffc3;93ff2e17aeca881926adb92dc6493bb34018be2a;5453c84376b798dd7cc68a5f65defc68037c4b15;13701e615400edf1e437c61df559419793a3088f;84cf229c0d6e290d4a5694efa957454bc04b22c9;eae1df80d9c7db3162ed27614fc74de2325ad665;5f2615641abebc5f1631fb02285d20a93808cbfb;73b4fc07196b5bc9e5505406dfc34f4269407165;c7dae69423791abaefee49603b2d45e62086ac19;c5cc11945f60ddc34a1011b1bde47762a33887ab;64fa102e611a869ea31d47a31fdf72ad84f28711;7dd3f6fbb379de20d3c2c7d983d24523acfdbd84;af766adab77452239b29918eb26f033c0f00b313;31650bf8e57d52a812104aeb6cc60449099a86d1;813f5899cd3d315aa4c84213e5be5101fc03f698;10f9e2fa66fd28b97638124d55113218da2a57d5;51e2926b7cd2deabb3dfc6c09e9e3310abca4159		warning-clean-driver-build-and-focused-test	changed-since-review	inspect-path-change-sequence-against-review-claims
work-r3v-native-vertex-carrier-harness-c-main-void-f81d93989ed9	history-changed-since-review-warning-clean-driver-build-and-focused-test-97c5ee0adf85	src/amd/r300/vulkan/tests/r3v_native_vertex_carrier_harness.c	main void	3	1	1	0	0	1	1	present	2	bcc499b1470a86d5d81c998942ea3ab8f46bcf22;c193451587f6e84116ae1f4714b5a37446dc7053		warning-clean-driver-build-and-focused-test	changed-since-review	inspect-path-change-sequence-against-review-claims
work-r300-state-inlines-h-r300-blend-factor-for-target-enum-edee58be3c28	history-unchanged-since-review-warning-clean-driver-build-and-focused-test-386e4ec442e6	src/gallium/drivers/r300/r300_state_inlines.h	r300 blend factor for target enum pipe blendfactor factor bool alpha	1	1	1	0	1	0	1	present	0			warning-clean-driver-build-and-focused-test	unchanged-since-review	compare-current-code-with-review-claim
work-r3v-native-arming-test-c-test-each-factor-refuses-void-71c4ce255bd6	history-changed-since-review-warning-clean-driver-build-and-focused-test-a77ddf399e77	src/amd/r300/vulkan/tests/r3v_native_arming_test.c	test each factor refuses void	1	1	1	0	0	1	1	present	3	13a7613d9607af74e40127022979e901d9eef549;3757172d5357cd91e512d0cbbbf0f066c4caf77b;d98b0d511f769eae642039b0c58998194b354b07		warning-clean-driver-build-and-focused-test	changed-since-review	inspect-path-change-sequence-against-review-claims
work-r3v-native-attended-cell-procedure-md-the-run-proceeds-only-c56b8e9956ab	history-changed-since-review-documentation-symbol-and-link-check-47b3ce89850a	docs/hardware/r3v-native-attended-cell-procedure.md	the run proceeds only when all of the following hold	2	2	2	0	0	2	2	present	13	8077376b79a29299a39b37c6178b7a064a9abf29;1b5ddf724ae58a6ebc5be8a3d13a013ad69757df;661a73bf5bb99146ce096cc086613c7a819895f3;f743508a0caed97cca30fdf590a38be9234df61f;15e794e1b6218b8fe59b7e9577a07d2b0a38aa99;74e17e547d51997ffb074a92b1f74bef56c702a0;a62e4497766aff089ee68b72c96c0721935b3290;6d7b0b5c0c5292f9b8563651b0351f714353e630;be6eb55ff61e6ac44b7e475f70f9edc76d1f8d5b;451d77f250a30cb4c968c8474b0ffaa1a8f1b123;4420389af742cd6354dceac2584fd4fd8ad74ec8;292c0318de096554d204725077710d177a3196f2;f743d0f9bec6e673cdd09dfd4554172aaa9b01c7		documentation-symbol-and-link-check	changed-since-review	inspect-path-change-sequence-against-review-claims
work-r300-reg-h-enum-14beab4c6967	history-current-path-missing-warning-clean-driver-build-and-focused-test-ca6057482616	src/gallium/drivers/r300/r300_reg.h	enum	1	1	1	0	0	0	1	missing	0			warning-clean-driver-build-and-focused-test	current-path-missing	locate-replacement-or-prove-supersession
