corpus_rank	thread_id	pull_request_number	pull_request_state	pull_request_title	pull_request_created_at	pull_request_merged_at	pull_request_merge_commit	thread_created_at	is_outdated	review_path	line	original_line	review_authors	comment_count	first_comment_url	first_comment_sha256	review_commit_oid	original_commit_oid	diff_hunk_sha256	source_anchor	claim_heading	claim_fingerprint
11	PRRT_kwDOR3YK5M6X3lYa	1306	MERGED	terakan: harden softfp64 failure contract test	2026-08-10T12:29:02Z	2026-08-10T12:29:55Z	e4746eabff4e19141894844dc6f6c11fa1945cf2	2026-08-10T12:33:42Z	false	src/amd/terascale/vulkan/tests/terakan_softfp64_lifetime_contract_test.py	65	65	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1306#discussion_r3749492959	6ef8eaceb4fa2ea0a38a92d7e63077340b4986e002d55d3f8b79df02c4b881de	7c94a98b7139262e83035d11ec2c382503cb110c	7c94a98b7139262e83035d11ec2c382503cb110c	471436ac3c292d30d24095e87c20908a461f87c2595872ec3239d1b981447287	def verify contract source str meson str softfp64 str none	reject exits that precede the expected goto	97264c41ae3a46e98ba082fe927ab5400c58ccf033526713ab1ee1ed4f7c3958
12	PRRT_kwDOR3YK5M6Yb3vf	1395	MERGED	r300: close R2VB binding validation residuals	2026-08-12T02:25:51Z	2026-08-12T02:26:20Z	fccd53d068fd63635dc55360283106954bd30e16	2026-08-12T02:30:07Z	false	src/gallium/drivers/r300/r300_r2vb.c	3933	3933	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1395#discussion_r3763174319	d374c0aa270c91a3a3a064dda19f0a0c246ff76610e34d2a3efabf05a652d2bb	265a8e2d26b242ee6928f3a751810201be1febb8	265a8e2d26b242ee6928f3a751810201be1febb8	0295891558b174d830bd35f43ec4b47ee4c144718db50927ceb691649ce2e107	bool r300 r2vb producer interface init gated	add symbol discovery provenance to the psc claim	5754d253f88d86dfe53d388aa3a514d30a958087c4b4cd465ef9b06844d994c4
13	PRRT_kwDOR3YK5M6YcP8D	1399	MERGED	r3v loader sweep child wait calibration	2026-08-12T03:07:06Z	2026-08-12T03:07:31Z	bbedc7a3a1eedae42b47042ebc2b825f1229e68d	2026-08-12T03:10:44Z	false	src/amd/r300/vulkan/tests/r3v_native_loader_sweep.c	84	84	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1399#discussion_r3763320185	001d4dfccc9e1aae4238e6df41c0b6d35cef111bf0c5a756e1560939730dd171	2dcd79e6a1e656ac52bc9a28f74bd6857cb07a4f	2dcd79e6a1e656ac52bc9a28f74bd6857cb07a4f	781f7945f932a5dc4b724531eee446dd8a0529602917bd131448cbafc669ec1e	child exit status int body status	retry waitpid when a signal interrupts the wait	d4880a6a9d9ac21a7c8be05ec2f9b3ae86244f23c40b311255fd6dfb2be657ce
14	PRRT_kwDOR3YK5M6YckKP	1403	MERGED	r3v: reap Xvfb on wrapper signal	2026-08-12T03:37:58Z	2026-08-12T03:38:31Z	45a532085db956ec6b2c0261c454569d0ef9c5c5	2026-08-12T03:44:34Z	false	src/amd/r300/vulkan/tests/run_under_xvfb.sh	71	71	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1403#discussion_r3763442732	b6f07ee65eb4cf97a6780ea71b50b75ef44820245df27ee7af10d718af3a60be	1342fbe65e6c07ce1568696284deeb99e5dcb9df	1342fbe65e6c07ce1568696284deeb99e5dcb9df	542db30d42ae29e74591838120142add739c7ec77d12fd79e9b44bde392a06b3	cleanup dir	terminate the wrapped command s descendants	adeb1389e5be0bd80d534ae27d0c26d1b7408ea5807f469b58f9a53fc06adc95
15	PRRT_kwDOR3YK5M6YckKT	1403	MERGED	r3v: reap Xvfb on wrapper signal	2026-08-12T03:37:58Z	2026-08-12T03:38:31Z	45a532085db956ec6b2c0261c454569d0ef9c5c5	2026-08-12T03:44:34Z	false	src/amd/r300/vulkan/tests/run_under_xvfb.sh	172	172	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1403#discussion_r3763442736	3018b8c1eecc638a2a618c6a4b19ad9fad5f60250e39231876e9b9b180c83fc0	1342fbe65e6c07ce1568696284deeb99e5dcb9df	1342fbe65e6c07ce1568696284deeb99e5dcb9df	ddb45ba2b3b65cfbc4e6281437f5f2359d35d58dd9d40fb7bfc6c9882a84e7e1	exec 8	preserve stdin when backgrounding the command	59ce51c5fc92c7b272ea0aede5e5c2b931b02192ce5a6061d01ba2b04b74b513
16	PRRT_kwDOR3YK5M6YcmNY	1404	MERGED	r3v: calibrate dispatch entrypoint audit closure	2026-08-12T03:40:59Z	2026-08-12T03:43:09Z	7011bcdf6603c90eaaa7030e52af169b91328c5c	2026-08-12T03:47:23Z	false	src/amd/r300/vulkan/tests/r3v_native_entrypoint_audit.py	546	546	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1404#discussion_r3763454902	9c9ea3efda3a02f18400c0ed4a0e26458192628538cbaf7ce09878e042ff9457	0df9cc5a2332df9449406f7cfe3bb292221e47dd	0df9cc5a2332df9449406f7cfe3bb292221e47dd	50bcb4028802341dc878dae12c5ee402b906604abb2a5bbd8c8da8fe3a82616f	def populated slot	track the pointer that guards each optional call	5df82045a6b9d964710ca0c02416118a5f8680dedd562a83272bf68af857209e
17	PRRT_kwDOR3YK5M6YcmNc	1404	MERGED	r3v: calibrate dispatch entrypoint audit closure	2026-08-12T03:40:59Z	2026-08-12T03:43:09Z	7011bcdf6603c90eaaa7030e52af169b91328c5c	2026-08-12T03:47:23Z	false	src/amd/r300/vulkan/meson.build	524	524	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1404#discussion_r3763454907	f0f684b4b182f50e1deb6c1595c38f3a80ec9616076b26cf18777b280c0aed64	0df9cc5a2332df9449406f7cfe3bb292221e47dd	0df9cc5a2332df9449406f7cfe3bb292221e47dd	5dff6cd9acf0f16b5526134b72003a469f64dc7f0239c21c8702e714e55b120a	if get option r3v native backend	calibrate the extra slot failure in isolation	b67143161a06036f7f00b82451943b862e1da96a2f55ccc0afab330494667fe9
18	PRRT_kwDOR3YK5M6Yc3Z1	1407	MERGED	r3v: reject overlapping vertex carrier streams	2026-08-12T04:08:34Z	2026-08-12T04:08:50Z	75acc30f58391c5a30755c1481320d85011b7d54	2026-08-12T04:16:40Z	false	src/amd/r300/vulkan/r3v_native_cell.c	88	88	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1407#discussion_r3763557278	ea87eb81e5212c2d55aa43099e2971228d2210b0e5059930609b3af370043184	df3176c7f40fbe3d2bae2574cdb55035fcbfa801	df3176c7f40fbe3d2bae2574cdb55035fcbfa801	23191f1227ba767f28ab219e44a9df2023283d4deeb3f4a5d67026c637169600	record triangle cell tail struct r3v native device device	detect aliases of the same gem bo across separate mappings	1b6696461c873e8514db2fbc5ab4d193bed18ab60387fdb1c0388c34182e206f
19	PRRT_kwDOR3YK5M6Yc3Z4	1407	MERGED	r3v: reject overlapping vertex carrier streams	2026-08-12T04:08:34Z	2026-08-12T04:08:50Z	75acc30f58391c5a30755c1481320d85011b7d54	2026-08-12T04:16:40Z	false	src/amd/r300/vulkan/r3v_native_cell.c	503	503	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1407#discussion_r3763557282	c239912b2139ee22cd978c6ea0bec405fab064a8fe7f67cabff2cc11b2922afc	df3176c7f40fbe3d2bae2574cdb55035fcbfa801	df3176c7f40fbe3d2bae2574cdb55035fcbfa801	56c55b82b9bf0aedffc2065df71f33a93cf7567af14b5e157448fd09dc885860	r3v native cmd buffer execute deferred draw	remove the internal source path from the comment	e217c5aa55267f24809a96e9fdf25165a3cd3de8be2acdbde8faed9920a52a0d
20	PRRT_kwDOR3YK5M6Yc3Z7	1407	MERGED	r3v: reject overlapping vertex carrier streams	2026-08-12T04:08:34Z	2026-08-12T04:08:50Z	75acc30f58391c5a30755c1481320d85011b7d54	2026-08-12T04:16:40Z	false	src/amd/r300/vulkan/tests/r3v_native_vertex_carrier_harness.c	209	209	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1407#discussion_r3763557286	a4572212984cf0cee202c3dbc70fc4fa4b667b7f14d8c9cfb4c02507c80f19f5	df3176c7f40fbe3d2bae2574cdb55035fcbfa801	df3176c7f40fbe3d2bae2574cdb55035fcbfa801	d561ab46055adef8394b45669b1fd0648cd759d0cccdf4f1fe826834490b1267	main void	bind the byte fixture to the canonical triangle oracle	4e29200477de6f39b6ff282d340d6e58b687bc785b036a04b30a615e70cb51e1
21	PRRT_kwDOR3YK5M6Yc3Z9	1407	MERGED	r3v: reject overlapping vertex carrier streams	2026-08-12T04:08:34Z	2026-08-12T04:08:50Z	75acc30f58391c5a30755c1481320d85011b7d54	2026-08-12T04:16:40Z	false	src/amd/r300/vulkan/tests/r3v_native_vertex_carrier_harness.c	193	193	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1407#discussion_r3763557288	2764f7989dc378e53922bba1c717aafff544b5351b4ac19eee504dd884147e5a	df3176c7f40fbe3d2bae2574cdb55035fcbfa801	df3176c7f40fbe3d2bae2574cdb55035fcbfa801	04c56a9a4411f2d4dda6379da3273043985161a1ffe426cea398e51f46f604b8	main void	attach a discovery source to the vap byte order claim	954b2129cd0c5773853e68428738ac7768bcf9324e25cee1b10de32dbd58d560
22	PRRT_kwDOR3YK5M6Yc3Z_	1407	MERGED	r3v: reject overlapping vertex carrier streams	2026-08-12T04:08:34Z	2026-08-12T04:08:50Z	75acc30f58391c5a30755c1481320d85011b7d54	2026-08-12T04:16:40Z	false	src/amd/r300/vulkan/tests/r3v_native_vertex_carrier_harness.c	303	303	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1407#discussion_r3763557291	e94c79e573033167cb12aa7b50dbaa66d8bce650ef6d54d1fe72d52449b4b31d	df3176c7f40fbe3d2bae2574cdb55035fcbfa801	df3176c7f40fbe3d2bae2574cdb55035fcbfa801	a9a27726b4277c0035cf5df14b524eb6b17d6f7a71d03248c29a6753f0ab7a83	main void	state the alias test as a present tense mechanism	52e661a9aa1640e3caff5eb597101cffe93f3708cff50cc72260203a4bacc5ff
23	PRRT_kwDOR3YK5M6YiLxm	1476	MERGED	r300: constrain intensity saturate to carrier semantics	2026-08-12T10:28:44Z	2026-08-12T10:29:02Z	06fc36238ba61f298f0bc64c843bd6c63ee99d4f	2026-08-12T10:31:51Z	false	src/gallium/drivers/r300/r300_state_inlines.h	43	43	Oichkatzelesfrettschen;chatgpt-codex-connector	4	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1476#discussion_r3765600022	60a7b1a6198dfba5c8b2eb5a8b09f799fb840a088691d32ccbb7ff54cadedddb	e891ad8e4480fcf71087ad5f9f901e81fe36a2f7	e891ad8e4480fcf71087ad5f9f901e81fe36a2f7	b9cff09c8bd0ea8ed4b5f62c4594ca203fe429d53e5f15b982fb9e64cab970e2	r300 blend factor for target enum pipe blendfactor factor bool alpha	preserve src alpha saturate on intensity targets	d8096e617657a2a614ed4e52f647dbf1ddc0a7a0182819420b45304006bd75d6
24	PRRT_kwDOR3YK5M6YiPRn	1478	MERGED	r3v: honor caller temp root in arming test	2026-08-12T10:31:51Z	2026-08-12T10:31:58Z	b690f564d95480bf0e52df070dd967240c96fb5f	2026-08-12T10:35:17Z	false	src/amd/r300/vulkan/tests/r3v_native_arming_test.c	148	148	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1478#discussion_r3765620587	1c456d8fec77227eba3bc1784b0fabbbe9df1530f7094a6d0775d49f140c0f70	b18bf215434136e5517a8c91a2fcaeba9c290b06	b18bf215434136e5517a8c91a2fcaeba9c290b06	026a5b580ea10d4e2a91be1020ad740b5adcfe0c9a2aa29908db570c579fa15d	test each factor refuses void	reserve space for the attempt token suffix	953299bcf43ba2d06be700f21b5d3c3ee12d1612b6a7a244896ea2205ef0584c
25	PRRT_kwDOR3YK5M6YiliQ	1486	MERGED	r3v: bind attended preflight to replay tool	2026-08-12T10:53:30Z	2026-08-12T10:53:42Z	8687516b5c5ab794f780bd24388e59d51747ede9	2026-08-12T10:56:28Z	false	docs/hardware/r3v-native-attended-cell-procedure.md	107	107	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1486#discussion_r3765752512	00148af65a1c16abbc1f3603e8f120741a8256c724acb500cac7d209e321995e	75cbe52bbe36e60f934f74f2232b0d2446cb5f1a	75cbe52bbe36e60f934f74f2232b0d2446cb5f1a	56d4dc00d3e7de26e689888856f72577dd4ada1a26e50e3dbd21c6b85bfdc38c	the run proceeds only when all of the following hold	point the variable at the tcl bypass replay tool	70435234d7d47f67ab31a7fa506a8528cfbdb28d73465036970c529a22c05f69
26	PRRT_kwDOR3YK5M6Yimy3	1487	MERGED	r300: state RS480 register survey authority	2026-08-12T10:55:25Z	2026-08-12T10:55:37Z	b939956eb49d0ec5b45372076660669cfdfe9d89	2026-08-12T10:57:33Z	false	src/gallium/drivers/r300/r300_reg.h	3538	3538	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1487#discussion_r3765760103	0060df5fd592324e2daa8f460c6a8a9ea689b5f03e19271469feb115f89c5d34	9e11cc26554904813ae57dbd4120bc8019b05d72	9e11cc26554904813ae57dbd4120bc8019b05d72	a3c510a0d83b998142c5897dfeb62058d6118ff77da76037025cd9757e0cac8e	enum	replace the survey name with the measured register property	10165e5887eeb197495035505c20bdbed26a1f9d107a4d397119505ec7d964bf
27	PRRT_kwDOR3YK5M6Ym2kE	1540	MERGED	r300: bound C1B and C1C VAP re-ingest state	2026-08-12T14:31:12Z	2026-08-12T14:31:31Z	839bd4aff2caaa815d252115a14bc93f442afda4	2026-08-12T14:36:59Z	false	src/gallium/drivers/r300/r300_r2vb.c	2320	2320	Oichkatzelesfrettschen;chatgpt-codex-connector	3	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1540#discussion_r3767397135	7f6a044ffd1e64745f19a5718c7bcbb1172332a02ebb13f6ad229aa956754a07	41264baef8e109e54f09236876bf8d527ac0798e	41264baef8e109e54f09236876bf8d527ac0798e	0de2f7dd5c00f1fada4f8cb42bab060270ff41ab170fe428dfca07b568279611	void r300 emit rs482 r2vb compute loop struct r300 context r300	validate the new c1c packet on rs482 before landing	01aba528dafd3c2b4bd854257fccbed1311f41a36c10af87a31e6691a7fd81ff
28	PRRT_kwDOR3YK5M6ZICHm	1589	MERGED	r3v: drop the dead Gallium driver include from the native ICD	2026-08-14T00:30:38Z	2026-08-14T00:30:48Z	1d6db4be17eb0a8c82402d426d2093756f71f4bf	2026-08-14T00:33:46Z	false	src/amd/r300/vulkan/tests/r3v_source_header_audit.py	43	43	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1589#discussion_r3780127145	4cccbd80c0f7a508dec79bb811cd7cbc009751be313fe7974426882d81b14b25	48ef60493cdbe85b8ac3281f7f960b3f7a47170a	48ef60493cdbe85b8ac3281f7f960b3f7a47170a	34e0f97b8af208f99b10b94cf9facb60be0ba2dfad91e8e3470ab66d399d431c	original line 43	scope the upstream holder exception to r300 reg h	fc2bd39f8f1bb99b7d5729918340d0e26d9744a07a96ad2cd07d15b3a7b87bc1
29	PRRT_kwDOR3YK5M6ZIGc_	1590	MERGED	r300: declare carrier position space in the delivery route	2026-08-14T00:37:00Z	2026-08-14T00:37:03Z	9fd78c467d217a7b69b3f1d261ca30b627945023	2026-08-14T00:41:12Z	false	src/amd/r300/common/r300_delivery_route.h	34	34	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1590#discussion_r3780153392	5b8579e2804464c481996768eddb2c5d2c2d2cd46a9a02f83a6faddb26310afc	7a4a15f51071abc92cfe09d99225ace8541d1a18	7a4a15f51071abc92cfe09d99225ace8541d1a18	1c62979b1780d4e40fbf40430d0bdcd267cb5b00cbae1866ffaf9723ef201121	enum r300 delivery route	ground the position space contract in a named source	365be11ab3053c9ab2c73977de4f35f46b0bac797d6a59ef51cb50aa361e1236
30	PRRT_kwDOR3YK5M6ZIX10	1591	MERGED	r300: establish the US program inside the R2VB producer pass	2026-08-14T00:55:32Z	2026-08-14T00:55:51Z	6cfa25faf9543c896b8ddeb9486d2dcdea2dd57c	2026-08-14T01:05:15Z	false	src/amd/r300/common/tests/r300_r2vb_producer_manifest_check.py	331	331	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1591#discussion_r3780263174	c4a1ac13e373cff3fd1735f3adcae8427cc86a98520a32a0a5a367b0dcea0a7e	ee6bdaa570a49fbfaf1633341d64265800c322cb	ee6bdaa570a49fbfaf1633341d64265800c322cb	80c54a915ccc48c7dcba592f0edb0639939c790466012bcc7b11d12856699a82	def validate outdir path have b3sum bool none	validate the exact compiled us block	b6a12cae6eb9cb8c28156a01966a00b6d6d15e87425cd55c5eeb336dd02c4dfd
31	PRRT_kwDOR3YK5M6ZIX14	1591	MERGED	r300: establish the US program inside the R2VB producer pass	2026-08-14T00:55:32Z	2026-08-14T00:55:51Z	6cfa25faf9543c896b8ddeb9486d2dcdea2dd57c	2026-08-14T01:05:15Z	false	src/amd/r300/common/r300_r2vb_producer_manifest.c	112	112	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1591#discussion_r3780263179	49762439c49f5c1288e6c475a63472d28edcd699e9a69049e15d6baf3c3d041b	ee6bdaa570a49fbfaf1633341d64265800c322cb	ee6bdaa570a49fbfaf1633341d64265800c322cb	098dff1ca51b92c31339a4917413306351388bd486c2318e552f75c27b2fbccd	main int argc char argv	replay the generated 64 byte carrier allocation	a7390c9408c97a135537615e3ae07d35001eaf173799d0ec4db50669903757d8
32	PRRT_kwDOR3YK5M6ZIX2A	1591	MERGED	r300: establish the US program inside the R2VB producer pass	2026-08-14T00:55:32Z	2026-08-14T00:55:51Z	6cfa25faf9543c896b8ddeb9486d2dcdea2dd57c	2026-08-14T01:05:15Z	false	src/amd/r300/common/r300_r2vb_producer_pass.c	392	392	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1591#discussion_r3780263188	afa8072d7e80411f949c1aef7652d6fd1a5cd2c284a328af255a9a61468a1eab	ee6bdaa570a49fbfaf1633341d64265800c322cb	ee6bdaa570a49fbfaf1633341d64265800c322cb	a9ba867fb5a3b1b0338cdacee0b09085b08ec75183d60f0c606c430d4ddb981e	int	reject fragment binaries that are not the passthrough	e49b589eb44185bddf4607bb8538d6f18ef00d1f658ba20b9ca8dcc6700f59cd
