batch_rank	thread_id	pr_number	pr_title	pr_created_at	pr_merged_at	thread_created_at	is_outdated	review_path	line	original_line	review_authors	comment_count	first_comment_url	first_comment_sha256
18	PRRT_kwDOR3YK5M6DkbGH	131	terakan: env-gated experimental cube int gather paths	2026-05-20T17:43:27Z	2026-05-20T17:43:40Z	2026-05-20T17:44:50Z	false	src/amd/terascale/vulkan/terakan_image.c	1964	1964	sourcery-ai	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/131#discussion_r3275963374	57170ae6b68f97dd4e7b5773b147c3c7fc4ebae1989b43b7f249935167974aad
19	PRRT_kwDOR3YK5M6DkbGK	131	terakan: env-gated experimental cube int gather paths	2026-05-20T17:43:27Z	2026-05-20T17:43:40Z	2026-05-20T17:44:50Z	false	src/amd/terascale/vulkan/terakan_shader.c	1164	1164	sourcery-ai	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/131#discussion_r3275963379	afec6073fe39aeeaa9452d9f4c91356e57ceda5d06715392ef2587b11819eef9
20	PRRT_kwDOR3YK5M6DkeFg	131	terakan: env-gated experimental cube int gather paths	2026-05-20T17:43:27Z	2026-05-20T17:43:40Z	2026-05-20T17:47:34Z	false	src/amd/terascale/vulkan/terakan_image.c	1964	1964	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/131#discussion_r3275980817	4042497957d2cb864edbfe88abe4d363ace107b75c29e7251988e41a0a687bc9
21	PRRT_kwDOR3YK5M6DkeFk	131	terakan: env-gated experimental cube int gather paths	2026-05-20T17:43:27Z	2026-05-20T17:43:40Z	2026-05-20T17:47:34Z	false	src/amd/terascale/vulkan/terakan_shader.c	1142	1142	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/131#discussion_r3275980822	3792d2e57419cde6431e017fb6e772e57dc36a9abdcbb9fabf336b3e4a5eef3a
22	PRRT_kwDOR3YK5M6DkuVf	132	terakan: scope cube int gather DIM-rewrite comment to Palm/Wrestler	2026-05-20T17:59:22Z	2026-05-20T17:59:26Z	2026-05-20T18:01:32Z	false	src/amd/terascale/vulkan/terakan_image.c	1959	1959	copilot-pull-request-reviewer	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/132#discussion_r3276073646	69f25c68b6cdbb992ba2dd4fefced506d3ad3006b4c98a6fbc06ed9c9dbfaa78
23	PRRT_kwDOR3YK5M6DkuWS	132	terakan: scope cube int gather DIM-rewrite comment to Palm/Wrestler	2026-05-20T17:59:22Z	2026-05-20T17:59:26Z	2026-05-20T18:01:33Z	false	src/amd/terascale/vulkan/terakan_image.c	1946	1946	copilot-pull-request-reviewer	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/132#discussion_r3276073711	9e352f456ba59158968a4a06a30a74dc3f782203b97ecb2fa8eaace17e46e550
24	PRRT_kwDOR3YK5M6DoCI6	133	terakan: require strict =1 for experimental env gates	2026-05-20T21:20:50Z	2026-05-20T21:21:01Z	2026-05-20T21:24:58Z	false	src/amd/terascale/vulkan/terakan_env.h	28	28	copilot-pull-request-reviewer	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/133#discussion_r3277270848	77b01521dab8feee4f9aaa99e2c7c4ba18914baf632e521dc45e004419394335
25	PRRT_kwDOR3YK5M6DoCJO	133	terakan: require strict =1 for experimental env gates	2026-05-20T21:20:50Z	2026-05-20T21:21:01Z	2026-05-20T21:24:59Z	false	src/amd/terascale/vulkan/tests/run_terakan_env_gate_unit.sh	45	45	copilot-pull-request-reviewer	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/133#discussion_r3277270880	b8c574cfa863b3d59ea27c0f24853bcb21478894f18bfa1a2d3d6d0ba6640a2f
26	PRRT_kwDOR3YK5M6DoCJX	133	terakan: require strict =1 for experimental env gates	2026-05-20T21:20:50Z	2026-05-20T21:21:01Z	2026-05-20T21:24:59Z	false	src/amd/terascale/vulkan/tests/run_terakan_env_gate_unit.sh	35	35	copilot-pull-request-reviewer	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/133#discussion_r3277270897	5ab23c75f17eba47f0992f45ad5e65789041e7a9d4748799beac16c860875c7d
27	PRRT_kwDOR3YK5M6DoCJp	133	terakan: require strict =1 for experimental env gates	2026-05-20T21:20:50Z	2026-05-20T21:21:01Z	2026-05-20T21:24:59Z	false	src/amd/terascale/vulkan/tests/run_terakan_env_gate_unit.sh	22	22	copilot-pull-request-reviewer	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/133#discussion_r3277270922	d1041227f044d3292994e97755838910504cbc722e4a5d1c3c62bda2fdc5edb0
28	PRRT_kwDOR3YK5M6DpOZU	135	terakan: env-gate test portability + acceptance matrix sync	2026-05-20T23:07:44Z	2026-05-20T23:07:48Z	2026-05-20T23:10:16Z	false	src/amd/terascale/vulkan/tests/run_terakan_env_gate_unit.sh	32	32	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/135#discussion_r3277696538	da4ee2adcc3d258877848a134ea6320c4a7647d92e9a9675b1f9bb322400a2c6
29	PRRT_kwDOR3YK5M6DpOdi	135	terakan: env-gate test portability + acceptance matrix sync	2026-05-20T23:07:44Z	2026-05-20T23:07:48Z	2026-05-20T23:10:24Z	false	src/amd/terascale/vulkan/tests/run_terakan_env_gate_unit.sh	34	34	copilot-pull-request-reviewer	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/135#discussion_r3277696903	96d4feb351b4cacf4e9a0dab1a23ad8df5aa3a277b68e305ef0707882a02c63b
30	PRRT_kwDOR3YK5M6Dpwp0	136	terakan: env-gate test script BSD-portable mktemp + unquoted CC	2026-05-21T00:11:50Z	2026-05-21T00:11:54Z	2026-05-21T00:15:33Z	false	src/amd/terascale/vulkan/tests/run_terakan_env_gate_unit.sh	36	36	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/136#discussion_r3277887046	18c0b4c14650d6e90204ca86eb21197d4097eade1c7635334b42f64c60a79297
31	PRRT_kwDOR3YK5M6DrV4G	138	terakan: Y.3a env-gated A0 descriptor-object capture	2026-05-21T03:19:03Z	2026-05-21T03:19:12Z	2026-05-21T03:21:35Z	false	src/amd/terascale/vulkan/meson.build	90	90	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/138#discussion_r3278444002	401075bff20468b9f4123e64a620364cd66b9d42df54f3364c7fe978900c72f0
32	PRRT_kwDOR3YK5M6DrZxC	139	terakan: byte-path JSONL capture — descriptor + PM4 IB dumps with functional names	2026-05-21T03:26:32Z	2026-05-21T03:30:07Z	2026-05-21T03:29:37Z	false	src/amd/terascale/vulkan/winsys/drm_radeon/terakan_queue_drm_radeon.c	242	242	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/139#discussion_r3278465598	61bc97d75d37a4a3c58bd38112350aca49954f4024bde92a537ff4c4122b8216
33	PRRT_kwDOR3YK5M6DrawR	139	terakan: byte-path JSONL capture — descriptor + PM4 IB dumps with functional names	2026-05-21T03:26:32Z	2026-05-21T03:30:07Z	2026-05-21T03:31:37Z	false	src/amd/terascale/vulkan/meson.build	94	94	copilot-pull-request-reviewer	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/139#discussion_r3278470933	8a33b6cccaab58458ecebc594cbeaee6f480249ec2d35fcca9b6e56bfef555ad
34	PRRT_kwDOR3YK5M6Drawd	139	terakan: byte-path JSONL capture — descriptor + PM4 IB dumps with functional names	2026-05-21T03:26:32Z	2026-05-21T03:30:07Z	2026-05-21T03:31:37Z	false	src/amd/terascale/vulkan/winsys/drm_radeon/terakan_queue_drm_radeon.c	244	244	copilot-pull-request-reviewer	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/139#discussion_r3278470949	62486022d71af2e26f69df7a88ee25a08d6a6d03b1e39345b070e89bdc9a0851
35	PRRT_kwDOR3YK5M6Draws	139	terakan: byte-path JSONL capture — descriptor + PM4 IB dumps with functional names	2026-05-21T03:26:32Z	2026-05-21T03:30:07Z	2026-05-21T03:31:37Z	false	src/amd/terascale/vulkan/winsys/drm_radeon/terakan_queue_drm_radeon.c	232	232	copilot-pull-request-reviewer	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/139#discussion_r3278470971	0d6d9e0d537365389a38e7af93961af658f682509ca704ee6b304228b3757e5e
36	PRRT_kwDOR3YK5M6Draxq	139	terakan: byte-path JSONL capture — descriptor + PM4 IB dumps with functional names	2026-05-21T03:26:32Z	2026-05-21T03:30:07Z	2026-05-21T03:31:38Z	false	src/amd/terascale/vulkan/terakan_pm4_ib_dump.c	78	78	copilot-pull-request-reviewer	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/139#discussion_r3278471039	662212d12797a771eb048787005d0b3746cce94c7d3e76344cf393a67db8aa3d
37	PRRT_kwDOR3YK5M6Ds5Bx	142	terakan: split canonical build into parallel release + debug variants	2026-05-21T06:04:44Z	2026-05-21T06:17:37Z	2026-05-21T06:07:07Z	false	build-infra/Makefile	429	429	sourcery-ai	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/142#discussion_r3279002003	6cfb7876f060e7a4c5bd94eca764acc7e0815e8959d8ae90a5221e5838e1fd58
38	PRRT_kwDOR3YK5M6Ds5yq	142	terakan: split canonical build into parallel release + debug variants	2026-05-21T06:04:44Z	2026-05-21T06:17:37Z	2026-05-21T06:08:06Z	false	build-infra/Makefile	423	423	copilot-pull-request-reviewer	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/142#discussion_r3279006231	ea183be9d38d19acc3b6d4d04b4ddfdac28fdfbcbcb199f4e8d7b0bf8750b69f
39	PRRT_kwDOR3YK5M6D0p1h	144	fix(terakan): make descriptor dump portable	2026-05-21T14:00:10Z	2026-05-21T14:00:29Z	2026-05-21T14:02:29Z	false	src/amd/terascale/vulkan/terakan_descriptor_dump.c	78	78	sourcery-ai	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/144#discussion_r3281751485	19dde7450fe5bed6554fe86e8c1c7fe04ea1da41ef7eecd245f080cf13f7e15f
40	PRRT_kwDOR3YK5M6D0tN4	144	fix(terakan): make descriptor dump portable	2026-05-21T14:00:10Z	2026-05-21T14:00:29Z	2026-05-21T14:05:16Z	false	src/amd/terascale/vulkan/terakan_descriptor_dump.c	109	109	copilot-pull-request-reviewer	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/144#discussion_r3281770123	760bf502b9a055112e1a6fd681e7903baa4a07918b89014aab79a4265c08940d
41	PRRT_kwDOR3YK5M6D0uzb	144	fix(terakan): make descriptor dump portable	2026-05-21T14:00:10Z	2026-05-21T14:00:29Z	2026-05-21T14:06:26Z	false	src/amd/terascale/vulkan/terakan_descriptor_dump.c	78	78	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/144#discussion_r3281778805	e031d16c206bac7647ded7b2439bb4f5a2d7ab69ec3bd9195fab815816a31df7
42	PRRT_kwDOR3YK5M6D1Ff2	145	terakan: harden PM4 IB dump portability	2026-05-21T14:22:06Z	2026-05-21T14:23:42Z	2026-05-21T14:23:58Z	false	src/amd/terascale/vulkan/terakan_pm4_ib_dump.c	36	36	sourcery-ai	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/145#discussion_r3281903275	a82935e91e7fdb89db4627dc90ad2b52b6ff3f61366983b284095ccf1833d43a
43	PRRT_kwDOR3YK5M6D1Ffx	145	terakan: harden PM4 IB dump portability	2026-05-21T14:22:06Z	2026-05-21T14:23:42Z	2026-05-21T14:23:58Z	false	src/amd/terascale/vulkan/terakan_pm4_ib_dump.c	82	82	sourcery-ai	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/145#discussion_r3281903268	ac13df96d6defcf85c2f1b87d5fad41d97570444bb1cadd84da437dc48b09806
44	PRRT_kwDOR3YK5M6D1H67	145	terakan: harden PM4 IB dump portability	2026-05-21T14:22:06Z	2026-05-21T14:23:42Z	2026-05-21T14:25:49Z	false	src/amd/terascale/vulkan/terakan_pm4_ib_dump.c	9	9	copilot-pull-request-reviewer	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/145#discussion_r3281916760	b5a2563db8436a4a41d79fea7a710d3b22c30c36940727a3519571a7820e7693
45	PRRT_kwDOR3YK5M6D6g3F	153	r600/sfn: preflight KCACHE for address register uses	2026-05-21T19:33:13Z	2026-05-21T19:33:29Z	2026-05-21T19:37:54Z	false	src/gallium/drivers/r600/sfn/sfn_scheduler.cpp	1265	1265	copilot-pull-request-reviewer	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/153#discussion_r3283850809	940be83dbeeed2057ac78fd7e31a1311454ed605c5d6eb844d8873b946cefec7
46	PRRT_kwDOR3YK5M6D8ZSf	157	terakan: avoid opaque pthread_t casts in PM4 IB dump	2026-05-21T21:39:37Z	2026-05-21T21:39:46Z	2026-05-21T21:42:40Z	false	src/amd/terascale/vulkan/terakan_pm4_ib_dump.c	88	88	copilot-pull-request-reviewer	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/157#discussion_r3284525378	c9fbee91e7b50c807c14009caecb22fe6f9b7a5da8bba3cb2764d55b3f0fe7d5
47	PRRT_kwDOR3YK5M6D8ZSk	157	terakan: avoid opaque pthread_t casts in PM4 IB dump	2026-05-21T21:39:37Z	2026-05-21T21:39:46Z	2026-05-21T21:42:40Z	false	src/amd/terascale/vulkan/terakan_pm4_ib_dump.c	95	95	copilot-pull-request-reviewer	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/157#discussion_r3284525389	364affe6d52567e7774d13e18a3aad0c0760126dbae1a93777c73a7b258fe4e7
48	PRRT_kwDOR3YK5M6D8ZTf	157	terakan: avoid opaque pthread_t casts in PM4 IB dump	2026-05-21T21:39:37Z	2026-05-21T21:39:46Z	2026-05-21T21:42:41Z	false	src/amd/terascale/vulkan/terakan_pm4_ib_dump.c	85	85	chatgpt-codex-connector	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/157#discussion_r3284525469	a7d52387959ef489691a3997dab4bb106f26c78dd7db89746ce5c95295fe50a7
49	PRRT_kwDOR3YK5M6D9CKo	161	r600/sfn: roll back speculative kcache reservations	2026-05-21T22:31:36Z	2026-05-21T22:31:46Z	2026-05-21T22:37:33Z	false	src/gallium/drivers/r600/sfn/sfn_scheduler.cpp	779	779	copilot-pull-request-reviewer	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/161#discussion_r3284759397	e2364ea6feeec8fd68a66a93858a9d1929116d38fa92e82f36e17abbef861f5d
50	PRRT_kwDOR3YK5M6D9CKy	161	r600/sfn: roll back speculative kcache reservations	2026-05-21T22:31:36Z	2026-05-21T22:31:46Z	2026-05-21T22:37:33Z	false	src/gallium/drivers/r600/sfn/sfn_scheduler.cpp	904	904	copilot-pull-request-reviewer	1	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/161#discussion_r3284759410	0a23b6a7bbe36ef0bae878d655ac7964b52c8a2d099532fcbeca3005d2f7dda7
