path_token	bundle_name	alias	sealed	note
results/rs482-r300g-first-draw-reference-stream	rs482-r300g-first-draw-reference-stream	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
results/rs482_native_direct_write_transport_visibility_pass_20260808T065343Z	rs482_native_direct_write_transport_visibility_pass_20260808T065343Z	rs482	false	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
results/rs482_native_triangle_first_correct_pixel_witness_20260808T070427Z	rs482_native_triangle_first_correct_pixel_witness_20260808T070427Z	rs482	false	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/2026-06-06-rs480-cp-me-oracle-igp-hardlock-bundle	2026-06-06-rs480-cp-me-oracle-igp-hardlock-bundle	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos-vostro1000-rs482-radeon-unified-0.7-1-production-identity	cachyos-vostro1000-rs482-radeon-unified-0.7-1-production-identity	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos-vostro1000_rs482_r3v_smoke_clear_constant_rca_20260801T053159Z	cachyos-vostro1000_rs482_r3v_smoke_clear_constant_rca_20260801T053159Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos-vostro1000_rs482_r3v_target_image_qualification_20260801T035849Z	cachyos-vostro1000_rs482_r3v_target_image_qualification_20260801T035849Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos-vostro1000_rs482_r3v_target_image_qualification_20260801T225136Z	cachyos-vostro1000_rs482_r3v_target_image_qualification_20260801T225136Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos-vostro1000_rs482_swtcl_stale_us_bisect_point_recon_936fad7a293	cachyos-vostro1000_rs482_swtcl_stale_us_bisect_point_recon_936fad7a293	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos-vostro1000_rs482_swtcl_stale_us_bisect_point_recon_dbf46031c68	cachyos-vostro1000_rs482_swtcl_stale_us_bisect_point_recon_dbf46031c68	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos-vostro1000_rs482_swtcl_stale_us_clean_arm_bytes_current_stack_20260731T050626Z	cachyos-vostro1000_rs482_swtcl_stale_us_clean_arm_bytes_current_stack_20260731T050626Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos-vostro1000_rs482_swtcl_stale_us_historical_image_positive_control_20260731T042749Z	cachyos-vostro1000_rs482_swtcl_stale_us_historical_image_positive_control_20260731T042749Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos-vostro1000_rs482_swtcl_stale_us_interval_bisect_936fad7a293_20260731T050214Z	cachyos-vostro1000_rs482_swtcl_stale_us_interval_bisect_936fad7a293_20260731T050214Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos-vostro1000_rs482_swtcl_stale_us_interval_bisect_dbf46031c68_20260731T045421Z	cachyos-vostro1000_rs482_swtcl_stale_us_interval_bisect_dbf46031c68_20260731T045421Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos-vostro1000_rs482_swtcl_stale_us_paired_source_point_reconstruction_20260731T034907Z	cachyos-vostro1000_rs482_swtcl_stale_us_paired_source_point_reconstruction_20260731T034907Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos-vostro1000_rs482_swtcl_stale_us_radeon_module_lineage_aprime_20260731T071007Z	cachyos-vostro1000_rs482_swtcl_stale_us_radeon_module_lineage_aprime_20260731T071007Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos-vostro1000_rs482_xorg03d_failclosed_prelude_storm_envelope_20260728T184440Z	cachyos-vostro1000_rs482_xorg03d_failclosed_prelude_storm_envelope_20260728T184440Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos-vostro1000_rs482_xorg03d_finalized_path_storm_envelope_20260728T143600Z	cachyos-vostro1000_rs482_xorg03d_finalized_path_storm_envelope_20260728T143600Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos-vostro1000_rs482_xorg03d_preexec_armed_candidate_clean_20260729T174940Z	cachyos-vostro1000_rs482_xorg03d_preexec_armed_candidate_clean_20260729T174940Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos-vostro1000_rs482_xorg03d_preexec_release_path_no_submit_20260729T174334Z	cachyos-vostro1000_rs482_xorg03d_preexec_release_path_no_submit_20260729T174334Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos-vostro1000_rs482_xorg03d_preexec_unarmed_observation_20260729T010000Z	cachyos-vostro1000_rs482_xorg03d_preexec_unarmed_observation_20260729T010000Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos-vostro1000_rs482_xorg03d_privileged_write_cost_20260728T163000Z	cachyos-vostro1000_rs482_xorg03d_privileged_write_cost_20260728T163000Z	rs482	false	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos-vostro1000_rs482_xorg03d_session_storm_envelope_20260726T210000Z	cachyos-vostro1000_rs482_xorg03d_session_storm_envelope_20260726T210000Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos-vostro1000_rs482_xorg03d_sudo_preauth_discriminator_20260729T013000Z	cachyos-vostro1000_rs482_xorg03d_sudo_preauth_discriminator_20260729T013000Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos-vostro1000_rs482_xorg_accepted_cs_predecessor_chronology_20260801T020000Z	cachyos-vostro1000_rs482_xorg_accepted_cs_predecessor_chronology_20260801T020000Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos-vostro1000_rs482_xorg_candidate_mapped_image_20260731T114354Z	cachyos-vostro1000_rs482_xorg_candidate_mapped_image_20260731T114354Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos-vostro1000_rs482_xorg_independent_kernel_clean_replay_20260801T010407Z	cachyos-vostro1000_rs482_xorg_independent_kernel_clean_replay_20260801T010407Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos-vostro1000_rs482_xorg_session_placement_surface_seal_20260801T030000Z	cachyos-vostro1000_rs482_xorg_session_placement_surface_seal_20260801T030000Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_rs482_xa_llvmpipe_correctness_oracle_20260605T171945Z	cachyos_rs482_xa_llvmpipe_correctness_oracle_20260605T171945Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_k8_ht_rs482_uma_coherency_route_20260612Z	cachyos_vostro1000_k8_ht_rs482_uma_coherency_route_20260612Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs480_0057_verdict_fire_post_quiesce_quiet_window_death_20260708T0257Z	cachyos_vostro1000_rs480_0057_verdict_fire_post_quiesce_quiet_window_death_20260708T0257Z	rs482	false	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs480_0058_output_poll_gate_quiet_window_survival_20260708T0340Z	cachyos_vostro1000_rs480_0058_output_poll_gate_quiet_window_survival_20260708T0340Z	rs482	false	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs480_0060_parked_gpu_full_host_survival_no_fuse_20260708T1153Z	cachyos_vostro1000_rs480_0060_parked_gpu_full_host_survival_no_fuse_20260708T1153Z	rs482	false	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs480_0xb000_acrossboot_20260616T0808Z	cachyos_vostro1000_rs480_0xb000_acrossboot_20260616T0808Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs480_0xb000_coldcycle_20260616T0815Z	cachyos_vostro1000_rs480_0xb000_coldcycle_20260616T0815Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs480_0xb000_dimm_perturbation_20260616T0830Z	cachyos_vostro1000_rs480_0xb000_dimm_perturbation_20260616T0830Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs480_0xb000_dual_restore_20260616T0845Z	cachyos_vostro1000_rs480_0xb000_dual_restore_20260616T0845Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs480_3d_pipe_write_corrupts_readback_20260611T062809Z	cachyos_vostro1000_rs480_3d_pipe_write_corrupts_readback_20260611T062809Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs480_benign_bar0_userspace_readout_20260608T122905Z	cachyos_vostro1000_rs480_benign_bar0_userspace_readout_20260608T122905Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs480_cap0_cap1_video_capture_live_mmio_read_20260608T092654Z	cachyos_vostro1000_rs480_cap0_cap1_video_capture_live_mmio_read_20260608T092654Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs480_deqp_gles2_baseline_20260605T044450Z	cachyos_vostro1000_rs480_deqp_gles2_baseline_20260605T044450Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs480_deqp_gles2_clean_perbatch_baseline_20260605T060838Z	cachyos_vostro1000_rs480_deqp_gles2_clean_perbatch_baseline_20260605T060838Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs480_display_path_mode_matrix_20260616T074939Z	cachyos_vostro1000_rs480_display_path_mode_matrix_20260616T074939Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs480_frontier_lowtier_probe_20260607T105947Z	cachyos_vostro1000_rs480_frontier_lowtier_probe_20260607T105947Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs480_g3dvl_vaapi_mpeg2_decode_psnr_20260610T184209Z	cachyos_vostro1000_rs480_g3dvl_vaapi_mpeg2_decode_psnr_20260610T184209Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs480_gpu_reset_recovery_ladder_20260707T0240Z	cachyos_vostro1000_rs480_gpu_reset_recovery_ladder_20260707T0240Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs480_high_bar_behavior_probe_20260615T204208Z	cachyos_vostro1000_rs480_high_bar_behavior_probe_20260615T204208Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs480_high_bar_stability_reread_20260615T195119Z	cachyos_vostro1000_rs480_high_bar_stability_reread_20260615T195119Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs480_idct_control_auth_live_mmio_read_20260607T151455Z	cachyos_vostro1000_rs480_idct_control_auth_live_mmio_read_20260607T151455Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs480_idct_runs_levels_auth_live_mmio_read_20260608T151310Z	cachyos_vostro1000_rs480_idct_runs_levels_auth_live_mmio_read_20260608T151310Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs480_pixel_pipe_undocumented_state_and_oob_wedge_20260609	cachyos_vostro1000_rs480_pixel_pipe_undocumented_state_and_oob_wedge_20260609	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs480_pixel_pipe_write_classification_20260609	cachyos_vostro1000_rs480_pixel_pipe_write_classification_20260609	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs480_pll_clock_tree_readback_20260610T082128Z	cachyos_vostro1000_rs480_pll_clock_tree_readback_20260610T082128Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs480_pvs_tcl_engine_gating_sweep_20260609	cachyos_vostro1000_rs480_pvs_tcl_engine_gating_sweep_20260609	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs480_pvs_vector_port_wedge_falsification_20260609	cachyos_vostro1000_rs480_pvs_vector_port_wedge_falsification_20260609	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs480_rbbm_soft_reset_idle_stage1_20260617T152642Z	cachyos_vostro1000_rs480_rbbm_soft_reset_idle_stage1_20260617T152642Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs480_rbbm_soft_reset_inbusy_stage2_20260617T154532Z	cachyos_vostro1000_rs480_rbbm_soft_reset_inbusy_stage2_20260617T154532Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs480_reset_mask_0063_0067_dkms_compile_20260708	cachyos_vostro1000_rs480_reset_mask_0063_0067_dkms_compile_20260708	rs482	false	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs480_reset_wedged_3d_compile_only_20260707T035549Z	cachyos_vostro1000_rs480_reset_wedged_3d_compile_only_20260707T035549Z	rs482	false	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs480_s16_0xc000_0xb000_stimulus_20260616T072826Z	cachyos_vostro1000_rs480_s16_0xc000_0xb000_stimulus_20260616T072826Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs480_s16_b000_displaymode_20260616T074939Z	cachyos_vostro1000_rs480_s16_b000_displaymode_20260616T074939Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs480_s16_gartmc_20260616T080552Z	cachyos_vostro1000_rs480_s16_gartmc_20260616T080552Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs480_safe_regs_pkgrel29_postreboot_20260609T231017Z	cachyos_vostro1000_rs480_safe_regs_pkgrel29_postreboot_20260609T231017Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs480_sclk_cntl_pll_index_0x0d_gate_read_20260607T201501Z	cachyos_vostro1000_rs480_sclk_cntl_pll_index_0x0d_gate_read_20260607T201501Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs480_vertex_write_latch_frontend_shadow_20260611	cachyos_vostro1000_rs480_vertex_write_latch_frontend_shadow_20260611	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs480_wd3b_netconsole_lock_precedes_reset_body_20260707T0623Z	cachyos_vostro1000_rs480_wd3b_netconsole_lock_precedes_reset_body_20260707T0623Z	rs482	false	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs480_writeback_field_geometry_20260610T182000Z	cachyos_vostro1000_rs480_writeback_field_geometry_20260610T182000Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs480_writeback_field_geometry_residual_20260611T022903Z	cachyos_vostro1000_rs480_writeback_field_geometry_residual_20260611T022903Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_affine_iota_3d_flatten_20260612	cachyos_vostro1000_rs482_affine_iota_3d_flatten_20260612	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_affine_iota_index_20260612	cachyos_vostro1000_rs482_affine_iota_index_20260612	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_arb_fp_cluster_rerun_20260620T161742Z	cachyos_vostro1000_rs482_arb_fp_cluster_rerun_20260620T161742Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_arb_fragment_program_raw_20260527T043458Z	cachyos_vostro1000_rs482_arb_fragment_program_raw_20260527T043458Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_attended_frontier_combined_read_sweep_20260615T065527Z	cachyos_vostro1000_rs482_attended_frontier_combined_read_sweep_20260615T065527Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_avivo_display_block_register_discovery_20260615T181500Z	cachyos_vostro1000_rs482_avivo_display_block_register_discovery_20260615T181500Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_bar2_config_aperture_crosswalk_20260530T223339Z	cachyos_vostro1000_rs482_bar2_config_aperture_crosswalk_20260530T223339Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_bc23_endpoint_order_probe_20260703T054500Z	cachyos_vostro1000_rs482_bc23_endpoint_order_probe_20260703T054500Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_blend_equation_comb_fcn_peak_state_20260620T095500Z	cachyos_vostro1000_rs482_blend_equation_comb_fcn_peak_state_20260620T095500Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_blend_register_inblend_readback_20260619T233813Z	cachyos_vostro1000_rs482_blend_register_inblend_readback_20260619T233813Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_candidate_reader_mediated_read_sweep_20260613Z	cachyos_vostro1000_rs482_candidate_reader_mediated_read_sweep_20260613Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_candidate_regs_once_20260528T163133Z	cachyos_vostro1000_rs482_candidate_regs_once_20260528T163133Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_candidate_regs_once_20260528T165222Z	cachyos_vostro1000_rs482_candidate_regs_once_20260528T165222Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
src/re/r300/results/cachyos_vostro1000_rs482_candidate_regs_once_20260531T044742Z	cachyos_vostro1000_rs482_candidate_regs_once_20260531T044742Z	rs482	true	retained bundle named before the platform identity resolved to RS485M; the observed part is RS485M and the name is fixed
