frontier_id	priority	domain	mechanism	current_evidence	completion_state	discriminating_question	required_observation	execution_class	authority_owner	canonical_data_target	required_generator	probe_declaration	bounded_output_schema	maximum_rows_and_bytes	retention_class	tools	ordering_dependencies	completion_gate	falsification_condition	batch_id	batch_rank	thread_id	pr_number	thread_created_at	is_outdated	review_path	original_line	review_author	review_url	disposition	merged_evidence_commit	resolution_state
headless-window-system-test-routing	P1	hardware-runner	headless-window-system-test-routing	The procedure routes every GLX, EGL-X11, Xlib, XCB, protocol, context, visual, drawable, and default-framebuffer case through the X provider	closed	Does merged main still exhibit headless-window-system-test-routing?	Inspect the explicit X-window-system routing domain	offline-source-history	mesa-26-gororoba	headless-hardware-gl-runner.md	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 10 remains stable	Re-query unresolved; resolve exact ID from merged evidence; re-query resolved; record ledger row	A GLX protocol, context, visual, or drawable test can still be treated as GBM coverage	merged-review-thread-closure-batch-0005	11	PRRT_kwDOR3YK5M6TxcMn	1198	2026-07-25T17:32:15Z	false	headless-hardware-gl-runner.md	21	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1198#discussion_r3650643192	fixed	20286a21d04942790561bc931ea332eb59b6214b	resolved
headless-render-node-permission-preflight	P2	hardware-runner	headless-render-node-permission-preflight	The render-node preflight records mode and ACL state, requires read-write checks plus an actual read-write open, and names group or target-ACL remediation	closed	Does merged main still exhibit headless-render-node-permission-preflight?	Inspect the permission evidence and actual render-node open gate	offline-source-history	mesa-26-gororoba	headless-hardware-gl-runner.md	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 11 remains stable	Re-query unresolved; resolve exact ID from merged evidence; re-query resolved; record ledger row	A headless user reaches the test command without permission to open the selected render node	merged-review-thread-closure-batch-0005	12	PRRT_kwDOR3YK5M6TxcMq	1198	2026-07-25T17:32:15Z	false	headless-hardware-gl-runner.md	17	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1198#discussion_r3650643195	fixed	20286a21d04942790561bc931ea332eb59b6214b	resolved
headless-driswras-client-provider-evidence	P2	hardware-runner	headless-driswras-client-provider-evidence	The procedure classifies server-side AIGLX and direct-client identities separately and requires the direct GLX and EGL-X11 loader and renderer checks	closed	Does merged main still exhibit headless-driswras-client-provider-evidence?	Inspect the independent server-provider and direct-client admission checks	offline-source-history	mesa-26-gororoba	headless-hardware-gl-runner.md	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 12 remains stable	Re-query unresolved; resolve exact ID from merged evidence; re-query resolved; record ledger row	A direct-rendering client can load hardware Mesa while the document labels the display software-only	merged-review-thread-closure-batch-0005	13	PRRT_kwDOR3YK5M6TxcMt	1198	2026-07-25T17:32:15Z	false	headless-hardware-gl-runner.md	6	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1198#discussion_r3650643199	fixed	20286a21d04942790561bc931ea332eb59b6214b	resolved
driver-root-predicate-binding	P2	build-infra	driver-root-predicate-binding	The Meson AST audit binds each AMD Vulkan root to its exact predicate and rejects false, nested, alternate, loop, duplicate, assigned, or shadowed predicate paths	closed	Does merged main still exhibit driver-root-predicate-binding?	Run the driver-root self-test and live three-root audit	offline-source-history	mesa-26-gororoba	build-infra/scripts/driver_root_audit.py	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 13 remains stable	Re-query unresolved; resolve exact ID from merged evidence; re-query resolved; record ledger row	A loader-only or Gallium-backed driver root can disappear behind the wrong predicate while the audit passes	merged-review-thread-closure-batch-0005	14	PRRT_kwDOR3YK5M6Ty_L1	1199	2026-07-25T22:45:17Z	false	build-infra/scripts/driver_root_audit.py	94	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1199#discussion_r3651204022	fixed	4ef62b7e547e76ef64806f2b0d8fc07edb98fe9d	resolved
driver-root-manifest-exact-output	P2	build-infra	driver-root-manifest-exact-output	The structural manifest audit requires the complete stem.cpu.json form, installation, exact Vulkan ICD directory, and top-level target while calibrated txt and backup suffixes fail	closed	Does merged main still exhibit driver-root-manifest-exact-output?	Run the manifest-output calibrations for all three AMD Vulkan families	offline-source-history	mesa-26-gororoba	build-infra/scripts/driver_root_audit.py	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 14 remains stable	Re-query unresolved; resolve exact ID from merged evidence; re-query resolved; record ledger row	An r3v or Terakan non-JSON artifact can satisfy the manifest-output gate	merged-review-thread-closure-batch-0005	15	PRRT_kwDOR3YK5M6Ty_L2	1199	2026-07-25T22:45:17Z	false	build-infra/scripts/driver_root_audit.py	117	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1199#discussion_r3651204023	fixed	4ef62b7e547e76ef64806f2b0d8fc07edb98fe9d	resolved
driver-root-family-leaf-gates	P2	build-infra	driver-root-family-leaf-gates	The audit iterates the complete AMD_VULKAN_FAMILIES map and rejects RADV, Terakan, or R3V driver-named pass-through leaves, including broken symlinks	closed	Does merged main still exhibit driver-root-family-leaf-gates?	Run the three-family leaf and broken-symlink calibrations	offline-source-history	mesa-26-gororoba	build-infra/scripts/driver_root_audit.py	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 15 remains stable	Re-query unresolved; resolve exact ID from merged evidence; re-query resolved; record ledger row	RADV or another audited family can become a pass-through root with a driver-named leaf while the audit passes	merged-review-thread-closure-batch-0005	16	PRRT_kwDOR3YK5M6Ty_L3	1199	2026-07-25T22:45:18Z	false	build-infra/scripts/driver_root_audit.py	55	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1199#discussion_r3651204024	fixed	4ef62b7e547e76ef64806f2b0d8fc07edb98fe9d	resolved
hbtcl-hang-signature-separation	P1	rs482-docs	hbtcl-hang-signature-separation	The HBTCL ledger keeps the unsignaled VAP_BUSY and GA_BUSY fence stall open under its exact rerun and routes completed wrong-pixel draws independently to stale-US RCA	closed	Does merged main still exhibit hbtcl-hang-signature-separation?	Inspect the distinct hang and completed-draw signatures and their independent closure criteria	offline-source-history	mesa-26-gororoba	docs/hardware/rs482-hybrid-vertex-tcl-design.md	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 16 remains stable	Re-query unresolved; resolve exact ID from merged evidence; re-query resolved; record ledger row	A completed stale-program draw and an unsignaled busy fence remain one asserted RCA without hardware evidence	merged-review-thread-closure-batch-0005	17	PRRT_kwDOR3YK5M6TzUAO	1200	2026-07-26T00:04:27Z	false	docs/hardware/rs482-hybrid-vertex-tcl-design.md	632	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1200#discussion_r3651320800	fixed	3bc0603dc2dd0d00e13cfbef5554ba700aa78ac0	resolved
hbtcl-demand-evidence-citation	P1	rs482-docs	hbtcl-demand-evidence-citation	The demand gate cites the retained 108-cell census with exact commands, class counts, source commits, kernel and boot scope, hash manifest, and uncaptured-population boundary	closed	Does merged main still exhibit hbtcl-demand-evidence-citation?	Verify the retained census hashes and inspect the workload, count, provenance, and reopening boundary	offline-source-history	mesa-26-gororoba	docs/hardware/rs482-hybrid-vertex-tcl-design.md	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 17 remains stable	Re-query unresolved; resolve exact ID from merged evidence; re-query resolved; record ledger row	A demand-dependent status change remains unsupported by retained population evidence	merged-review-thread-closure-batch-0005	18	PRRT_kwDOR3YK5M6TzUAP	1200	2026-07-26T00:04:27Z	false	docs/hardware/rs482-hybrid-vertex-tcl-design.md	605	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1200#discussion_r3651320801	fixed	3bc0603dc2dd0d00e13cfbef5554ba700aa78ac0	resolved
hbtcl-executable-sha-completion	P2	rs482-docs	hbtcl-executable-sha-completion	HBTCL-04f.3R now names its diagnostic executable commit and controlled-corpus result instead of combining DONE with a missing executable witness	closed	Does merged main still exhibit hbtcl-executable-sha-completion?	Inspect the HBTCL-04f.3R row for one executable identity and its corpus verdict	offline-source-history	mesa-26-gororoba	docs/hardware/rs482-hybrid-vertex-tcl-design.md	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 18 remains stable	Re-query unresolved; resolve exact ID from merged evidence; re-query resolved; record ledger row	The row again claims completion while requiring an unnamed future executable SHA	merged-review-thread-closure-batch-0005	19	PRRT_kwDOR3YK5M6TzUAQ	1200	2026-07-26T00:04:27Z	false	docs/hardware/rs482-hybrid-vertex-tcl-design.md	602	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1200#discussion_r3651320802	fixed	a2bfd6032c81faa75994dfd4f57b279200a0776f	resolved
vl-cavlc-validation-criterion-comment	unbadged	vl	vl-cavlc-validation-criterion-comment	The test names its independent Python encoder and requires exact TotalCoeff plus scan-order coefficient equality for every vector	closed	Does merged main still exhibit vl-cavlc-validation-criterion-comment?	Run the focused CAVLC block test and inspect its explicit expected-value oracle	offline-source-history	mesa-26-gororoba	src/gallium/auxiliary/vl/tests/vl_h264_cavlc_block_test.c	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 19 remains stable	Re-query unresolved; resolve exact ID from merged evidence; re-query resolved; record ledger row	The comment still depends on session-relative wording to explain what the oracle proves	merged-review-thread-closure-batch-0005	20	PRRT_kwDOR3YK5M6T0Eow	1201	2026-07-26T02:54:34Z	false	src/gallium/auxiliary/vl/tests/vl_h264_cavlc_block_test.c	15	coderabbitai	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1201#discussion_r3651607372	fixed	9025fe619e85f28f3ee0dd510abeeb27adfbbc70	resolved
vl-cavlc-local-bound-rationale	unbadged	vl	vl-cavlc-local-bound-rationale	The source proves total_coeff through max_num_coeff and VL_H264_CAVLC_MAX_COEFF for level and run indices and names the separate coeff_num guard for coeff[]	closed	Does merged main still exhibit vl-cavlc-local-bound-rationale?	Run the focused CAVLC block test and inspect the exact level, run, and coefficient index bounds	offline-source-history	mesa-26-gororoba	src/gallium/auxiliary/vl/vl_h264_cavlc.c	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 20 remains stable	Re-query unresolved; resolve exact ID from merged evidence; re-query resolved; record ledger row	The stated local bound can be read as authorizing an index outside the actual table domain	merged-review-thread-closure-batch-0005	21	PRRT_kwDOR3YK5M6T0Eoz	1201	2026-07-26T02:54:34Z	false	src/gallium/auxiliary/vl/vl_h264_cavlc.c	223	coderabbitai	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1201#discussion_r3651607375	fixed	9025fe619e85f28f3ee0dd510abeeb27adfbbc70	resolved
rs482-stack-build-id-nonempty	P2	rs482-evidence	rs482-stack-build-id-nonempty	The v2 stack-manifest schemas require nonempty hexadecimal Build IDs and their fixtures reject empty values	closed	Does merged main still exhibit rs482-stack-build-id-nonempty?	Run the schema calibration after clearing each required Build ID	offline-source-history	mesa-26-gororoba	docs/hardware/rs482-stack-manifest.schema.json;docs/hardware/tests/test_rs482_stack_manifest_schema.py	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 21 remains stable	Re-query unresolved; resolve exact ID from merged evidence; re-query resolved; record ledger row	A v2 manifest with an empty or nonhexadecimal required Build ID validates	merged-review-thread-closure-batch-0005	22	PRRT_kwDOR3YK5M6VAnci	1204	2026-07-30T06:39:56Z	false	docs/hardware/rs482-stack-manifest.schema.json	250	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1204#discussion_r3680541084	fixed	a2bfd6032c81faa75994dfd4f57b279200a0776f	resolved
rs482-schema-verifier-dependency	P2	rs482-evidence	rs482-schema-verifier-dependency	The documented clean-environment path pins jsonschema 4.26.0 and the verifier passes all four tests from a fresh Python 3.14 virtual environment	closed	Does merged main still exhibit rs482-schema-verifier-dependency?	Create a fresh virtual environment from the pinned requirements file, confirm the jsonschema version, and run the verifier	offline-source-history	mesa-26-gororoba	docs/hardware/rs482-source-authority.md;docs/hardware/tests/requirements-rs482-stack-manifest.txt;docs/hardware/tests/test_rs482_stack_manifest_schema.py	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 22 remains stable	Implement the mechanism; pass focused checks; merge to main; re-query unresolved; resolve exact ID; re-query resolved; record ledger row	The documented validation command fails in ordinary supported CPython because jsonschema is unavailable	merged-review-thread-closure-batch-0005	23	PRRT_kwDOR3YK5M6VAnck	1204	2026-07-30T06:39:56Z	false	docs/hardware/tests/test_rs482_stack_manifest_schema.py	11	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1204#discussion_r3680541087	fixed	82b7f3491b25b02063d31952b566c873ca5b2d8e	resolved
rs482-manifest-digest-exact-length	P2	rs482-evidence	rs482-manifest-digest-exact-length	The shared SHA-256 and Git-object definitions require exact lengths, and the mutation corpus rejects short, long, and final-newline identities at their exact paths	closed	Does merged main still exhibit rs482-manifest-digest-exact-length?	Run the identity-mutation calibration and inspect the exact minLength and maxLength constraints	offline-source-history	mesa-26-gororoba	docs/hardware/rs482-stack-manifest.schema.json;docs/hardware/tests/rs482-stack-manifest-schema/invalid-v2-identity-mutations.json;docs/hardware/tests/test_rs482_stack_manifest_schema.py	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 23 remains stable	Implement the mechanism; pass focused checks; merge to main; re-query unresolved; resolve exact ID; re-query resolved; record ledger row	A digest with a trailing newline or wrong byte length passes the v2 schema	merged-review-thread-closure-batch-0005	24	PRRT_kwDOR3YK5M6VAncm	1204	2026-07-30T06:39:56Z	false	docs/hardware/rs482-stack-manifest.schema.json	18	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1204#discussion_r3680541089	fixed	82b7f3491b25b02063d31952b566c873ca5b2d8e	resolved
mount-calibration-tmpdir-root	unbadged	build-infra	mount-calibration-tmpdir-root	The calibration delegates audit-root selection to tempfile, and its regression sets a non-default TMPDIR, clears the tempfile cache, and requires the created root beneath that directory	closed	Does merged main still exhibit mount-calibration-tmpdir-root?	Run the mount-boundary unit tests and inspect the selected-temporary-root assertion	offline-source-history	mesa-26-gororoba	build-infra/tests/mount_boundary_calibration.py;build-infra/tests/test_mount_boundary_calibration.py	review_thread_batch_capture.py plus source-history audit	static source and Git history	one classified frontier row and one verified closure row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 24 remains stable	Implement the mechanism; pass focused checks; merge to main; re-query unresolved; resolve exact ID; re-query resolved; record ledger row	A caller-selected TMPDIR leaves the calibration mount rooted under /tmp	merged-review-thread-closure-batch-0005	25	PRRT_kwDOR3YK5M6VIJld	1206	2026-07-30T14:09:43Z	false	build-infra/tests/mount_boundary_calibration.py	507	coderabbitai	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1206#discussion_r3683384312	fixed	3980f87045a5a6cbb856b9f299cb52eaf8b29415	resolved
